Time(s)	Fx(N)	Fy(N)	Fz(N)
0.00	6106.32	0.00	-6936.52
0.10	5138.87	0.00	-6968.48
0.20	4133.60	0.00	-6972.95
0.30	3094.41	0.00	-6949.89
0.40	2025.75	0.00	-6899.40
0.50	932.58	0.00	-6821.69
0.60	-179.60	0.00	-6717.05
0.70	-1304.87	0.00	-6585.91
0.80	-2436.90	0.00	-6428.77
0.90	-3568.98	0.00	-6246.26
1.00	-4694.13	0.00	-6039.10
1.10	-5805.14	0.00	-5808.11
1.20	-6894.65	0.00	-5554.19
1.30	-7955.22	0.00	-5278.36
1.40	-8979.41	0.00	-4981.69
1.50	-9959.87	0.00	-4665.36
1.60	-10889.40	0.00	-4330.62
1.70	-11761.06	0.00	-3978.79
1.80	-12568.23	0.00	-3611.26
1.90	-13304.69	0.00	-3229.48
2.00	-13964.69	0.00	-2834.95
2.10	-14543.01	0.00	-2429.23
2.20	-15035.06	0.00	-2013.93
2.30	-15436.88	0.00	-1590.67
2.40	-15745.23	0.00	-1161.14
2.50	-15957.60	0.00	-727.03
2.60	-16072.26	0.00	-290.05
2.70	-16092.32	0.00	148.08
2.80	-16068.66	0.00	585.62
2.90	-16016.52	0.00	1020.85
3.00	-15935.34	0.00	1452.06
3.10	-15824.28	0.00	1877.53
3.20	-15682.24	0.00	2295.59
3.30	-15507.87	0.00	2704.59
3.40	-15299.65	0.00	3102.92
3.50	-15055.88	0.00	3489.01
3.60	-14774.74	0.00	3861.32
3.70	-14454.37	0.00	4218.39
3.80	-14092.90	0.00	4558.82
3.90	-13688.49	0.00	4881.26
4.00	-13239.44	0.00	5184.43
4.10	-12744.18	0.00	5467.14
4.20	-12201.41	0.00	5728.27
4.30	-11610.08	0.00	5966.80
4.40	-10969.49	0.00	6181.78
4.50	-10279.32	0.00	6372.36
4.60	-9539.69	0.00	6537.79
4.70	-8751.21	0.00	6677.42
4.80	-7914.96	0.00	6790.70
4.90	-7032.60	0.00	6877.18
5.00	-6106.32	0.00	6936.52
5.10	-5138.87	0.00	6968.48
5.20	-4133.60	0.00	6972.95
5.30	-3094.41	0.00	6949.89
5.40	-2025.75	0.00	6899.40
5.50	-932.58	0.00	6821.69
5.60	179.60	0.00	6717.05
5.70	1304.87	0.00	6585.91
5.80	2436.90	0.00	6428.77
5.90	3568.98	0.00	6246.26
6.00	4694.13	0.00	6039.10
6.10	5805.14	0.00	5808.11
