Time(s)	Fx(N)	Fy(N)	Fz(N)
0.00	82592.98	0.00	-302450.81
0.10	62232.13	0.00	-301854.00
0.20	41304.22	0.00	-300065.90
0.30	19903.32	0.00	-297093.58
0.40	-1867.15	0.00	-292948.77
0.50	-23895.16	0.00	-287647.82
0.60	-46060.93	0.00	-281211.66
0.70	-68237.89	0.00	-273665.68
0.80	-90293.82	0.00	-265039.67
0.90	-112092.06	0.00	-255367.67
1.00	-133492.85	0.00	-244687.85
1.10	-154354.72	0.00	-233042.36
1.20	-174535.93	0.00	-220477.16
1.30	-193896.02	0.00	-207041.83
1.40	-212297.25	0.00	-192789.41
1.50	-229606.16	0.00	-177776.13
1.60	-245695.06	0.00	-162061.25
1.70	-260443.42	0.00	-145706.79
1.80	-273739.32	0.00	-128777.29
1.90	-285480.66	0.00	-111339.57
2.00	-295576.41	0.00	-93462.44
2.10	-303947.65	0.00	-75216.46
2.20	-310528.47	0.00	-56673.63
2.30	-315266.79	0.00	-37907.14
2.40	-318124.97	0.00	-18991.04
2.50	-319080.24	0.00	-0.00
2.60	-318776.24	0.00	18991.04
2.70	-317861.60	0.00	37907.14
2.80	-316328.44	0.00	56673.63
2.90	-314163.85	0.00	75216.46
3.00	-311350.27	0.00	93462.44
3.10	-307865.95	0.00	111339.57
3.20	-303685.55	0.00	128777.29
3.30	-298780.87	0.00	145706.79
3.40	-293121.66	0.00	162061.25
3.50	-286676.51	0.00	177776.13
3.60	-279413.85	0.00	192789.41
3.70	-271302.95	0.00	207041.83
3.80	-262314.97	0.00	220477.16
3.90	-252424.08	0.00	233042.36
4.00	-241608.47	0.00	244687.85
4.10	-229851.43	0.00	255367.67
4.20	-217142.34	0.00	265039.67
4.30	-203477.63	0.00	273665.68
4.40	-188861.61	0.00	281211.66
4.50	-173307.27	0.00	287647.82
4.60	-156836.91	0.00	292948.77
4.70	-139482.67	0.00	297093.58
4.80	-121286.94	0.00	300065.90
4.90	-102302.56	0.00	301854.00
5.00	-82592.98	0.00	302450.81
5.10	-62232.13	0.00	301854.00
5.20	-41304.22	0.00	300065.90
5.30	-19903.32	0.00	297093.58
5.40	1867.15	0.00	292948.77
5.50	23895.16	0.00	287647.82
5.60	46060.93	0.00	281211.66
5.70	68237.89	0.00	273665.68
5.80	90293.82	0.00	265039.67
5.90	112092.06	0.00	255367.67
6.00	133492.85	0.00	244687.85
6.10	154354.72	0.00	233042.36
6.20	174535.93	0.00	220477.16
6.30	193896.02	0.00	207041.83
6.40	212297.25	0.00	192789.41
6.50	229606.16	0.00	177776.13
6.60	245695.06	0.00	162061.25
6.70	260443.42	0.00	145706.79
6.80	273739.32	0.00	128777.29
6.90	285480.66	0.00	111339.57
7.00	295576.41	0.00	93462.44
7.10	303947.65	0.00	75216.46
7.20	310528.47	0.00	56673.63
7.30	315266.79	0.00	37907.14
7.40	318124.97	0.00	18991.04
7.50	319080.24	0.00	0.00
7.60	318776.24	0.00	-18991.04
7.70	317861.60	0.00	-37907.14
7.80	316328.44	0.00	-56673.63
7.90	314163.85	0.00	-75216.46
8.00	311350.27	0.00	-93462.44
8.10	307865.95	0.00	-111339.57
8.20	303685.55	0.00	-128777.29
8.30	298780.87	0.00	-145706.79
8.40	293121.66	0.00	-162061.25
8.50	286676.51	0.00	-177776.13
8.60	279413.85	0.00	-192789.41
8.70	271302.95	0.00	-207041.83
8.80	262314.97	0.00	-220477.16
8.90	252424.08	0.00	-233042.36
9.00	241608.47	0.00	-244687.85
9.10	229851.43	0.00	-255367.67
9.20	217142.34	0.00	-265039.67
9.30	203477.63	0.00	-273665.68
9.40	188861.61	0.00	-281211.66
9.50	173307.27	0.00	-287647.82
9.60	156836.91	0.00	-292948.77
9.70	139482.67	0.00	-297093.58
9.80	121286.94	0.00	-300065.90
9.90	102302.56	0.00	-301854.00
10.00	82592.98	0.00	-302450.81
10.10	62232.13	0.00	-301854.00
10.20	41304.22	0.00	-300065.90
10.30	19903.32	0.00	-297093.58
10.40	-1867.15	0.00	-292948.77
10.50	-23895.16	0.00	-287647.82
10.60	-46060.93	0.00	-281211.66
10.70	-68237.89	0.00	-273665.68
10.80	-90293.82	0.00	-265039.67
10.90	-112092.06	0.00	-255367.67
11.00	-133492.85	0.00	-244687.85
11.10	-154354.72	0.00	-233042.36
11.20	-174535.93	0.00	-220477.16
11.30	-193896.02	0.00	-207041.83
11.40	-212297.25	0.00	-192789.41
11.50	-229606.16	0.00	-177776.13
11.60	-245695.06	0.00	-162061.25
11.70	-260443.42	0.00	-145706.79
11.80	-273739.32	0.00	-128777.29
11.90	-285480.66	0.00	-111339.57
12.00	-295576.41	0.00	-93462.44
12.10	-303947.65	0.00	-75216.46
12.20	-310528.47	0.00	-56673.63
12.30	-315266.79	0.00	-37907.14
12.40	-318124.97	0.00	-18991.04
12.50	-319080.24	0.00	-0.00
12.60	-318776.24	0.00	18991.04
12.70	-317861.60	0.00	37907.14
12.80	-316328.44	0.00	56673.63
12.90	-314163.85	0.00	75216.46
13.00	-311350.27	0.00	93462.44
13.10	-307865.95	0.00	111339.57
13.20	-303685.55	0.00	128777.29
13.30	-298780.87	0.00	145706.79
13.40	-293121.66	0.00	162061.25
13.50	-286676.51	0.00	177776.13
13.60	-279413.85	0.00	192789.41
13.70	-271302.95	0.00	207041.83
13.80	-262314.97	0.00	220477.16
13.90	-252424.08	0.00	233042.36
14.00	-241608.47	0.00	244687.85
14.10	-229851.43	0.00	255367.67
14.20	-217142.34	0.00	265039.67
14.30	-203477.63	0.00	273665.68
14.40	-188861.61	0.00	281211.66
14.50	-173307.27	0.00	287647.82
14.60	-156836.91	0.00	292948.77
14.70	-139482.67	0.00	297093.58
14.80	-121286.94	0.00	300065.90
14.90	-102302.56	0.00	301854.00
15.00	-82592.98	0.00	302450.81
15.10	-62232.13	0.00	301854.00
15.20	-41304.22	0.00	300065.90
15.30	-19903.32	0.00	297093.58
15.40	1867.15	0.00	292948.77
15.50	23895.16	0.00	287647.82
15.60	46060.93	0.00	281211.66
15.70	68237.89	0.00	273665.68
15.80	90293.82	0.00	265039.67
15.90	112092.06	0.00	255367.67
16.00	133492.85	0.00	244687.85
16.10	154354.72	0.00	233042.36
16.20	174535.93	0.00	220477.16
16.30	193896.02	0.00	207041.83
16.40	212297.25	0.00	192789.41
16.50	229606.16	0.00	177776.13
16.60	245695.06	0.00	162061.25
16.70	260443.42	0.00	145706.79
16.80	273739.32	0.00	128777.29
16.90	285480.66	0.00	111339.57
17.00	295576.41	0.00	93462.44
17.10	303947.65	0.00	75216.46
17.20	310528.47	0.00	56673.63
17.30	315266.79	0.00	37907.14
17.40	318124.97	0.00	18991.04
17.50	319080.24	0.00	0.00
17.60	318776.24	0.00	-18991.04
17.70	317861.60	0.00	-37907.14
17.80	316328.44	0.00	-56673.63
17.90	314163.85	0.00	-75216.46
18.00	311350.27	0.00	-93462.44
18.10	307865.95	0.00	-111339.57
18.20	303685.55	0.00	-128777.29
18.30	298780.87	0.00	-145706.79
18.40	293121.66	0.00	-162061.25
18.50	286676.51	0.00	-177776.13
18.60	279413.85	0.00	-192789.41
18.70	271302.95	0.00	-207041.83
18.80	262314.97	0.00	-220477.16
18.90	252424.08	0.00	-233042.36
19.00	241608.47	0.00	-244687.85
19.10	229851.43	0.00	-255367.67
19.20	217142.34	0.00	-265039.67
19.30	203477.63	0.00	-273665.68
19.40	188861.61	0.00	-281211.66
19.50	173307.27	0.00	-287647.82
19.60	156836.91	0.00	-292948.77
19.70	139482.67	0.00	-297093.58
19.80	121286.94	0.00	-300065.90
19.90	102302.56	0.00	-301854.00
20.00	82592.98	0.00	-302450.81
20.10	62232.13	0.00	-301854.00
20.20	41304.22	0.00	-300065.90
20.30	19903.32	0.00	-297093.58
20.40	-1867.15	0.00	-292948.77
20.50	-23895.16	0.00	-287647.82
20.60	-46060.93	0.00	-281211.66
20.70	-68237.89	0.00	-273665.68
20.80	-90293.82	0.00	-265039.67
20.90	-112092.06	0.00	-255367.67
21.00	-133492.85	0.00	-244687.85
21.10	-154354.72	0.00	-233042.36
21.20	-174535.93	0.00	-220477.16
21.30	-193896.02	0.00	-207041.83
21.40	-212297.25	0.00	-192789.41
21.50	-229606.16	0.00	-177776.13
21.60	-245695.06	0.00	-162061.25
21.70	-260443.42	0.00	-145706.79
21.80	-273739.32	0.00	-128777.29
21.90	-285480.66	0.00	-111339.57
22.00	-295576.41	0.00	-93462.44
22.10	-303947.65	0.00	-75216.46
22.20	-310528.47	0.00	-56673.63
22.30	-315266.79	0.00	-37907.14
22.40	-318124.97	0.00	-18991.04
22.50	-319080.24	0.00	-0.00
22.60	-318776.24	0.00	18991.04
22.70	-317861.60	0.00	37907.14
22.80	-316328.44	0.00	56673.63
22.90	-314163.85	0.00	75216.46
23.00	-311350.27	0.00	93462.44
23.10	-307865.95	0.00	111339.57
23.20	-303685.55	0.00	128777.29
23.30	-298780.87	0.00	145706.79
23.40	-293121.66	0.00	162061.25
23.50	-286676.51	0.00	177776.13
23.60	-279413.85	0.00	192789.41
23.70	-271302.95	0.00	207041.83
