Time(s)	Fx(N)	Fy(N)	Fz(N)
0.00	14021.86	0.00	-8393.66
0.10	12968.93	0.00	-8680.37
0.20	11858.81	0.00	-8932.83
0.30	10693.79	0.00	-9150.02
0.40	9476.62	0.00	-9331.11
0.50	8210.56	0.00	-9475.37
0.60	6899.30	0.00	-9582.24
0.70	5547.08	0.00	-9651.29
0.80	4158.62	0.00	-9682.25
0.90	2739.09	0.00	-9675.00
1.00	1294.19	0.00	-9629.56
1.10	-169.99	0.00	-9546.13
1.20	-1646.90	0.00	-9425.02
1.30	-3129.66	0.00	-9266.71
1.40	-4611.00	0.00	-9071.83
1.50	-6083.42	0.00	-8841.15
1.60	-7539.16	0.00	-8575.58
1.70	-8970.31	0.00	-8276.16
1.80	-10368.84	0.00	-7944.08
1.90	-11726.73	0.00	-7580.65
2.00	-13035.95	0.00	-7187.30
2.10	-14288.62	0.00	-6765.59
2.20	-15477.03	0.00	-6317.17
2.30	-16593.74	0.00	-5843.83
2.40	-17631.64	0.00	-5347.42
2.50	-18584.03	0.00	-4829.91
2.60	-19444.68	0.00	-4293.33
2.70	-20207.89	0.00	-3739.82
2.80	-20868.58	0.00	-3171.54
2.90	-21422.28	0.00	-2590.75
3.00	-21865.24	0.00	-1999.73
3.10	-22194.45	0.00	-1400.82
3.20	-22407.64	0.00	-796.38
3.30	-22503.35	0.00	-188.80
3.40	-22494.90	0.00	419.53
3.50	-22424.10	0.00	1026.20
3.60	-22293.65	0.00	1628.82
3.70	-22103.31	0.00	2225.01
3.80	-21852.77	0.00	2812.42
3.90	-21541.61	0.00	3388.73
4.00	-21169.39	0.00	3951.67
4.10	-20735.64	0.00	4499.01
4.20	-20239.91	0.00	5028.60
4.30	-19681.78	0.00	5538.34
4.40	-19060.92	0.00	6026.22
4.50	-18377.14	0.00	6490.33
4.60	-17630.42	0.00	6928.81
4.70	-16820.93	0.00	7339.95
4.80	-15949.13	0.00	7722.13
4.90	-15015.75	0.00	8073.83
5.00	-14021.86	0.00	8393.66
5.10	-12968.93	0.00	8680.37
5.20	-11858.81	0.00	8932.83
5.30	-10693.79	0.00	9150.02
5.40	-9476.62	0.00	9331.11
5.50	-8210.56	0.00	9475.37
5.60	-6899.30	0.00	9582.24
5.70	-5547.08	0.00	9651.29
5.80	-4158.62	0.00	9682.25
5.90	-2739.09	0.00	9675.00
6.00	-1294.19	0.00	9629.56
6.10	169.99	0.00	9546.13
6.20	1646.90	0.00	9425.02
6.30	3129.66	0.00	9266.71
6.40	4611.00	0.00	9071.83
6.50	6083.42	0.00	8841.15
6.60	7539.16	0.00	8575.58
6.70	8970.31	0.00	8276.16
6.80	10368.84	0.00	7944.08
6.90	11726.73	0.00	7580.65
7.00	13035.95	0.00	7187.30
7.10	14288.62	0.00	6765.59
7.20	15477.03	0.00	6317.17
7.30	16593.74	0.00	5843.83
7.40	17631.64	0.00	5347.42
7.50	18584.03	0.00	4829.91
7.60	19444.68	0.00	4293.33
7.70	20207.89	0.00	3739.82
7.80	20868.58	0.00	3171.54
7.90	21422.28	0.00	2590.75
8.00	21865.24	0.00	1999.73
8.10	22194.45	0.00	1400.82
8.20	22407.64	0.00	796.38
8.30	22503.35	0.00	188.80
8.40	22494.90	0.00	-419.53
8.50	22424.10	0.00	-1026.20
8.60	22293.65	0.00	-1628.82
8.70	22103.31	0.00	-2225.01
8.80	21852.77	0.00	-2812.42
8.90	21541.61	0.00	-3388.73
9.00	21169.39	0.00	-3951.67
9.10	20735.64	0.00	-4499.01
9.20	20239.91	0.00	-5028.60
9.30	19681.78	0.00	-5538.34
9.40	19060.92	0.00	-6026.22
9.50	18377.14	0.00	-6490.33
9.60	17630.42	0.00	-6928.81
9.70	16820.93	0.00	-7339.95
9.80	15949.13	0.00	-7722.13
9.90	15015.75	0.00	-8073.83
10.00	14021.86	0.00	-8393.66
10.10	12968.93	0.00	-8680.37
10.20	11858.81	0.00	-8932.83
10.30	10693.79	0.00	-9150.02
10.40	9476.62	0.00	-9331.11
10.50	8210.56	0.00	-9475.37
10.60	6899.30	0.00	-9582.24
10.70	5547.08	0.00	-9651.29
10.80	4158.62	0.00	-9682.25
10.90	2739.09	0.00	-9675.00
11.00	1294.19	0.00	-9629.56
11.10	-169.99	0.00	-9546.13
11.20	-1646.90	0.00	-9425.02
11.30	-3129.66	0.00	-9266.71
