Time(s)	Fx(N)	Fy(N)	Fz(N)
0.00	-1712.34	0.00	-542.03
0.10	-1818.37	0.00	-481.39
0.20	-1913.37	0.00	-419.15
0.30	-1996.94	0.00	-355.62
0.40	-2068.75	0.00	-291.10
0.50	-2128.51	0.00	-225.90
0.60	-2176.04	0.00	-160.33
0.70	-2211.20	0.00	-94.72
0.80	-2233.93	0.00	-29.35
0.90	-2244.23	0.00	35.46
1.00	-2242.19	0.00	99.43
1.10	-2227.94	0.00	162.28
1.20	-2201.70	0.00	223.72
1.30	-2163.75	0.00	283.50
1.40	-2115.13	0.00	341.37
1.50	-2056.72	0.00	397.10
1.60	-1988.83	0.00	450.46
1.70	-1911.85	0.00	501.26
1.80	-1826.16	0.00	549.31
1.90	-1732.19	0.00	594.43
2.00	-1630.40	0.00	636.48
2.10	-1521.27	0.00	675.31
2.20	-1405.30	0.00	710.80
2.30	-1283.03	0.00	742.85
2.40	-1155.00	0.00	771.37
2.50	-1021.80	0.00	796.28
2.60	-884.01	0.00	817.52
2.70	-742.25	0.00	835.04
2.80	-597.16	0.00	848.82
2.90	-449.39	0.00	858.84
3.00	-299.59	0.00	865.08
3.10	-148.44	0.00	867.56
3.20	3.36	0.00	866.29
3.30	155.13	0.00	861.28
3.40	306.16	0.00	852.59
3.50	455.74	0.00	840.26
3.60	603.17	0.00	824.34
3.70	747.74	0.00	804.89
3.80	888.74	0.00	781.99
3.90	1025.49	0.00	755.72
4.00	1157.28	0.00	726.17
4.10	1283.45	0.00	693.44
4.20	1403.34	0.00	657.63
4.30	1516.31	0.00	618.86
4.40	1621.75	0.00	577.27
4.50	1719.07	0.00	532.97
4.60	1807.72	0.00	486.12
4.70	1887.17	0.00	436.86
4.80	1956.93	0.00	385.37
4.90	2016.57	0.00	331.81
5.00	2065.68	0.00	276.37
5.10	2103.94	0.00	219.24
5.20	2131.83	0.00	160.62
5.30	2149.54	0.00	100.72
5.40	2156.90	0.00	39.76
5.50	2153.76	0.00	-22.02
5.60	2140.01	0.00	-84.39
5.70	2115.56	0.00	-147.10
5.80	2080.38	0.00	-209.89
5.90	2034.46	0.00	-272.51
6.00	1977.83	0.00	-334.70
6.10	1910.57	0.00	-396.17
6.20	1832.78	0.00	-456.66
6.30	1744.62	0.00	-515.89
6.40	1646.29	0.00	-573.58
6.50	1538.05	0.00	-629.47
6.60	1420.18	0.00	-683.28
6.70	1293.04	0.00	-734.73
6.80	1157.00	0.00	-783.57
6.90	1012.53	0.00	-829.54
7.00	860.10	0.00	-872.38
7.10	700.28	0.00	-911.86
7.20	533.65	0.00	-947.76
7.30	360.87	0.00	-979.85
7.40	182.63	0.00	-1007.93
7.50	-0.33	0.00	-1031.82
7.60	-187.21	0.00	-1051.34
7.70	-377.17	0.00	-1066.35
7.80	-569.34	0.00	-1076.70
7.90	-762.81	0.00	-1082.27
8.00	-956.63	0.00	-1082.98
8.10	-1149.83	0.00	-1078.74
8.20	-1341.39	0.00	-1069.49
8.30	-1530.30	0.00	-1055.20
8.40	-1715.52	0.00	-1035.86
8.50	-1896.02	0.00	-1011.46
8.60	-2070.73	0.00	-982.04
