Time(s)	Fx(N)	Fy(N)	Fz(N)
0.00	15632.71	0.00	-37544.86
0.10	10784.93	0.00	-37470.78
0.20	5833.74	0.00	-37248.81
0.30	800.86	0.00	-36879.84
0.40	-4290.27	0.00	-36365.32
0.50	-9414.60	0.00	-35707.29
0.60	-14545.71	0.00	-34908.33
0.70	-19655.93	0.00	-33971.61
0.80	-24716.64	0.00	-32900.81
0.90	-29698.48	0.00	-31700.18
1.00	-34571.62	0.00	-30374.43
1.10	-39306.03	0.00	-28928.81
1.20	-43871.79	0.00	-27369.03
1.30	-48239.37	0.00	-25701.23
1.40	-52379.91	0.00	-23932.00
1.50	-56265.57	0.00	-22068.32
1.60	-59869.77	0.00	-20117.54
1.70	-63167.49	0.00	-18087.38
1.80	-66135.54	0.00	-15985.83
1.90	-68752.84	0.00	-13821.19
2.00	-71000.57	0.00	-11602.00
2.10	-72862.48	0.00	-9337.03
2.20	-74325.00	0.00	-7035.21
2.30	-75377.42	0.00	-4705.62
2.40	-76011.99	0.00	-2357.46
2.50	-76224.03	0.00	-0.00
2.60	-76135.26	0.00	2357.46
2.70	-75868.55	0.00	4705.62
2.80	-75422.79	0.00	7035.21
2.90	-74796.15	0.00	9337.03
3.00	-73986.15	0.00	11602.00
3.10	-72989.79	0.00	13821.19
3.20	-71803.59	0.00	15985.83
3.30	-70423.77	0.00	18087.38
3.40	-68846.39	0.00	20117.54
3.50	-67067.51	0.00	22068.32
3.60	-65083.34	0.00	23932.00
3.70	-62890.49	0.00	25701.23
3.80	-60486.09	0.00	27369.03
3.90	-57868.02	0.00	28928.81
4.00	-55035.10	0.00	30374.43
4.10	-51987.28	0.00	31700.18
4.20	-48725.77	0.00	32900.81
4.30	-45253.30	0.00	33971.61
4.40	-41574.17	0.00	34908.33
4.50	-37694.44	0.00	35707.29
4.60	-33622.02	0.00	36365.32
4.70	-29366.78	0.00	36879.84
4.80	-24940.55	0.00	37248.81
4.90	-20357.22	0.00	37470.78
5.00	-15632.71	0.00	37544.86
5.10	-10784.93	0.00	37470.78
5.20	-5833.74	0.00	37248.81
5.30	-800.86	0.00	36879.84
5.40	4290.27	0.00	36365.32
5.50	9414.60	0.00	35707.29
5.60	14545.71	0.00	34908.33
5.70	19655.93	0.00	33971.61
5.80	24716.64	0.00	32900.81
5.90	29698.48	0.00	31700.18
6.00	34571.62	0.00	30374.43
6.10	39306.03	0.00	28928.81
6.20	43871.79	0.00	27369.03
6.30	48239.37	0.00	25701.23
6.40	52379.91	0.00	23932.00
6.50	56265.57	0.00	22068.32
6.60	59869.77	0.00	20117.54
6.70	63167.49	0.00	18087.38
6.80	66135.54	0.00	15985.83
6.90	68752.84	0.00	13821.19
7.00	71000.57	0.00	11602.00
7.10	72862.48	0.00	9337.03
7.20	74325.00	0.00	7035.21
7.30	75377.42	0.00	4705.62
7.40	76011.99	0.00	2357.46
7.50	76224.03	0.00	0.00
7.60	76135.26	0.00	-2357.46
7.70	75868.55	0.00	-4705.62
7.80	75422.79	0.00	-7035.21
7.90	74796.15	0.00	-9337.03
8.00	73986.15	0.00	-11602.00
8.10	72989.79	0.00	-13821.19
8.20	71803.59	0.00	-15985.83
8.30	70423.77	0.00	-18087.38
8.40	68846.39	0.00	-20117.54
8.50	67067.51	0.00	-22068.32
8.60	65083.34	0.00	-23932.00
8.70	62890.49	0.00	-25701.23
8.80	60486.09	0.00	-27369.03
8.90	57868.02	0.00	-28928.81
9.00	55035.10	0.00	-30374.43
9.10	51987.28	0.00	-31700.18
9.20	48725.77	0.00	-32900.81
9.30	45253.30	0.00	-33971.61
9.40	41574.17	0.00	-34908.33
9.50	37694.44	0.00	-35707.29
9.60	33622.02	0.00	-36365.32
9.70	29366.78	0.00	-36879.84
9.80	24940.55	0.00	-37248.81
9.90	20357.22	0.00	-37470.78
10.00	15632.71	0.00	-37544.86
10.10	10784.93	0.00	-37470.78
10.20	5833.74	0.00	-37248.81
10.30	800.86	0.00	-36879.84
10.40	-4290.27	0.00	-36365.32
10.50	-9414.60	0.00	-35707.29
10.60	-14545.71	0.00	-34908.33
10.70	-19655.93	0.00	-33971.61
10.80	-24716.64	0.00	-32900.81
10.90	-29698.48	0.00	-31700.18
11.00	-34571.62	0.00	-30374.43
11.10	-39306.03	0.00	-28928.81
11.20	-43871.79	0.00	-27369.03
11.30	-48239.37	0.00	-25701.23
11.40	-52379.91	0.00	-23932.00
11.50	-56265.57	0.00	-22068.32
11.60	-59869.77	0.00	-20117.54
11.70	-63167.49	0.00	-18087.38
11.80	-66135.54	0.00	-15985.83
11.90	-68752.84	0.00	-13821.19
12.00	-71000.57	0.00	-11602.00
12.10	-72862.48	0.00	-9337.03
12.20	-74325.00	0.00	-7035.21
12.30	-75377.42	0.00	-4705.62
12.40	-76011.99	0.00	-2357.46
12.50	-76224.03	0.00	-0.00
12.60	-76135.26	0.00	2357.46
12.70	-75868.55	0.00	4705.62
12.80	-75422.79	0.00	7035.21
12.90	-74796.15	0.00	9337.03
13.00	-73986.15	0.00	11602.00
13.10	-72989.79	0.00	13821.19
13.20	-71803.59	0.00	15985.83
13.30	-70423.77	0.00	18087.38
13.40	-68846.39	0.00	20117.54
13.50	-67067.51	0.00	22068.32
13.60	-65083.34	0.00	23932.00
13.70	-62890.49	0.00	25701.23
13.80	-60486.09	0.00	27369.03
13.90	-57868.02	0.00	28928.81
14.00	-55035.10	0.00	30374.43
14.10	-51987.28	0.00	31700.18
14.20	-48725.77	0.00	32900.81
14.30	-45253.30	0.00	33971.61
14.40	-41574.17	0.00	34908.33
14.50	-37694.44	0.00	35707.29
14.60	-33622.02	0.00	36365.32
14.70	-29366.78	0.00	36879.84
14.80	-24940.55	0.00	37248.81
14.90	-20357.22	0.00	37470.78
15.00	-15632.71	0.00	37544.86
15.10	-10784.93	0.00	37470.78
15.20	-5833.74	0.00	37248.81
15.30	-800.86	0.00	36879.84
15.40	4290.27	0.00	36365.32
15.50	9414.60	0.00	35707.29
15.60	14545.71	0.00	34908.33
15.70	19655.93	0.00	33971.61
15.80	24716.64	0.00	32900.81
15.90	29698.48	0.00	31700.18
16.00	34571.62	0.00	30374.43
16.10	39306.03	0.00	28928.81
16.20	43871.79	0.00	27369.03
16.30	48239.37	0.00	25701.23
16.40	52379.91	0.00	23932.00
16.50	56265.57	0.00	22068.32
16.60	59869.77	0.00	20117.54
16.70	63167.49	0.00	18087.38
16.80	66135.54	0.00	15985.83
16.90	68752.84	0.00	13821.19
17.00	71000.57	0.00	11602.00
17.10	72862.48	0.00	9337.03
17.20	74325.00	0.00	7035.21
17.30	75377.42	0.00	4705.62
17.40	76011.99	0.00	2357.46
17.50	76224.03	0.00	0.00
17.60	76135.26	0.00	-2357.46
17.70	75868.55	0.00	-4705.62
17.80	75422.79	0.00	-7035.21
17.90	74796.15	0.00	-9337.03
18.00	73986.15	0.00	-11602.00
18.10	72989.79	0.00	-13821.19
18.20	71803.59	0.00	-15985.83
