Time(s)	Elevation(m)
211.8000	1.7031
211.9000	1.4725
212.0000	1.2361
212.1000	0.9948
212.2000	0.7495
212.3000	0.5013
212.4000	0.2512
212.5000	0.0000
212.6000	-0.2512
212.7000	-0.5013
212.8000	-0.7495
212.9000	-0.9948
213.0000	-1.2361
213.1000	-1.4725
213.2000	-1.7031
213.3000	-1.9270
213.4000	-2.1433
213.5000	-2.3511
213.6000	-2.5497
213.7000	-2.7382
213.8000	-2.9159
213.9000	-3.0821
214.0000	-3.2361
214.1000	-3.3773
214.2000	-3.5052
214.3000	-3.6193
214.4000	-3.7191
214.5000	-3.8042
214.6000	-3.8743
214.7000	-3.9291
214.8000	-3.9685
214.9000	-3.9921
215.0000	-4.0000
215.1000	-3.9921
215.2000	-3.9685
215.3000	-3.9291
215.4000	-3.8743
215.5000	-3.8042
215.6000	-3.7191
215.7000	-3.6193
215.8000	-3.5052
215.9000	-3.3773
216.0000	-3.2361
216.1000	-3.0821
216.2000	-2.9159
216.3000	-2.7382
216.4000	-2.5497
216.5000	-2.3511
216.6000	-2.1433
216.7000	-1.9270
216.8000	-1.7031
216.9000	-1.4725
217.0000	-1.2361
217.1000	-0.9948
217.2000	-0.7495
217.3000	-0.5013
217.4000	-0.2512
217.5000	-0.0000
217.6000	0.2512
217.7000	0.5013
217.8000	0.7495
217.9000	0.9948
218.0000	1.2361
218.1000	1.4725
218.2000	1.7031
218.3000	1.9270
218.4000	2.1433
218.5000	2.3511
218.6000	2.5497
218.7000	2.7382
218.8000	2.9159
218.9000	3.0821
219.0000	3.2361
219.1000	3.3773
219.2000	3.5052
219.3000	3.6193
219.4000	3.7191
219.5000	3.8042
219.6000	3.8743
219.7000	3.9291
219.8000	3.9685
219.9000	3.9921
220.0000	4.0000
220.1000	3.9921
220.2000	3.9685
220.3000	3.9291
220.4000	3.8743
220.5000	3.8042
220.6000	3.7191
220.7000	3.6193
220.8000	3.5052
220.9000	3.3773
221.0000	3.2361
221.1000	3.0821
221.2000	2.9159
221.3000	2.7382
221.4000	2.5497
221.5000	2.3511
221.6000	2.1433
221.7000	1.9270
221.8000	1.7031
221.9000	1.4725
222.0000	1.2361
222.1000	0.9948
222.2000	0.7495
222.3000	0.5013
222.4000	0.2512
222.5000	-0.0000
222.6000	-0.2512
222.7000	-0.5013
222.8000	-0.7495
222.9000	-0.9948
223.0000	-1.2361
223.1000	-1.4725
223.2000	-1.7031
223.3000	-1.9270
223.4000	-2.1433
223.5000	-2.3511
223.6000	-2.5497
223.7000	-2.7382
223.8000	-2.9159
223.9000	-3.0821
224.0000	-3.2361
224.1000	-3.3773
224.2000	-3.5052
224.3000	-3.6193
224.4000	-3.7191
224.5000	-3.8042
224.6000	-3.8743
224.7000	-3.9291
224.8000	-3.9685
224.9000	-3.9921
225.0000	-4.0000
225.1000	-3.9921
225.2000	-3.9685
225.3000	-3.9291
225.4000	-3.8743
225.5000	-3.8042
225.6000	-3.7191
225.7000	-3.6193
225.8000	-3.5052
225.9000	-3.3773
226.0000	-3.2361
226.1000	-3.0821
226.2000	-2.9159
226.3000	-2.7382
226.4000	-2.5497
226.5000	-2.3511
226.6000	-2.1433
226.7000	-1.9270
226.8000	-1.7031
226.9000	-1.4725
227.0000	-1.2361
227.1000	-0.9948
227.2000	-0.7495
227.3000	-0.5013
227.4000	-0.2512
227.5000	-0.0000
227.6000	0.2512
227.7000	0.5013
227.8000	0.7495
227.9000	0.9948
228.0000	1.2361
228.1000	1.4725
228.2000	1.7031
228.3000	1.9270
228.4000	2.1433
228.5000	2.3511
228.6000	2.5497
228.7000	2.7382
228.8000	2.9159
228.9000	3.0821
229.0000	3.2361
229.1000	3.3773
229.2000	3.5052
229.3000	3.6193
229.4000	3.7191
229.5000	3.8042
229.6000	3.8743
229.7000	3.9291
229.8000	3.9685
229.9000	3.9921
230.0000	4.0000
230.1000	3.9921
230.2000	3.9685
230.3000	3.9291
230.4000	3.8743
230.5000	3.8042
230.6000	3.7191
230.7000	3.6193
230.8000	3.5052
230.9000	3.3773
231.0000	3.2361
231.1000	3.0821
231.2000	2.9159
231.3000	2.7382
231.4000	2.5497
231.5000	2.3511
231.6000	2.1433
231.7000	1.9270
231.8000	1.7031
231.9000	1.4725
232.0000	1.2361
232.1000	0.9948
232.2000	0.7495
232.3000	0.5013
232.4000	0.2512
232.5000	0.0000
232.6000	-0.2512
232.7000	-0.5013
232.8000	-0.7495
232.9000	-0.9948
233.0000	-1.2361
233.1000	-1.4725
233.2000	-1.7031
233.3000	-1.9270
233.4000	-2.1433
233.5000	-2.3511
233.6000	-2.5497
233.7000	-2.7382
233.8000	-2.9159
233.9000	-3.0821
234.0000	-3.2361
234.1000	-3.3773
234.2000	-3.5052
234.3000	-3.6193
234.4000	-3.7191
234.5000	-3.8042
234.6000	-3.8743
234.7000	-3.9291
234.8000	-3.9685
234.9000	-3.9921
235.0000	-4.0000
235.1000	-3.9921
235.2000	-3.9685
235.3000	-3.9291
235.4000	-3.8743
235.5000	-3.8042
235.6000	-3.7191
235.7000	-3.6193
235.8000	-3.5052
235.9000	-3.3773
236.0000	-3.2361
236.1000	-3.0821
236.2000	-2.9159
236.3000	-2.7382
236.4000	-2.5497
236.5000	-2.3511
236.6000	-2.1433
236.7000	-1.9270
236.8000	-1.7031
236.9000	-1.4725
237.0000	-1.2361
237.1000	-0.9948
237.2000	-0.7495
237.3000	-0.5013
237.4000	-0.2512
237.5000	-0.0000
237.6000	0.2512
237.7000	0.5013
237.8000	0.7495
237.9000	0.9948
238.0000	1.2361
238.1000	1.4725
238.2000	1.7031
238.3000	1.9270
238.4000	2.1433
238.5000	2.3511
238.6000	2.5497
238.7000	2.7382
238.8000	2.9159
238.9000	3.0821
239.0000	3.2361
239.1000	3.3773
239.2000	3.5052
239.3000	3.6193
239.4000	3.7191
239.5000	3.8042
239.6000	3.8743
239.7000	3.9291
239.8000	3.9685
239.9000	3.9921
240.0000	4.0000
240.1000	3.9921
240.2000	3.9685
240.3000	3.9291
240.4000	3.8743
240.5000	3.8042
240.6000	3.7191
240.7000	3.6193
240.8000	3.5052
240.9000	3.3773
241.0000	3.2361
241.1000	3.0821
241.2000	2.9159
241.3000	2.7382
241.4000	2.5497
241.5000	2.3511
241.6000	2.1433
241.7000	1.9270
241.8000	1.7031
241.9000	1.4725
242.0000	1.2361
242.1000	0.9948
242.2000	0.7495
242.3000	0.5013
242.4000	0.2512
242.5000	0.0000
242.6000	-0.2512
242.7000	-0.5013
242.8000	-0.7495
242.9000	-0.9948
243.0000	-1.2361
243.1000	-1.4725
243.2000	-1.7031
243.3000	-1.9270
243.4000	-2.1433
243.5000	-2.3511
243.6000	-2.5497
243.7000	-2.7382
243.8000	-2.9159
243.9000	-3.0821
244.0000	-3.2361
244.1000	-3.3773
244.2000	-3.5052
244.3000	-3.6193
244.4000	-3.7191
244.5000	-3.8042
244.6000	-3.8743
244.7000	-3.9291
244.8000	-3.9685
244.9000	-3.9921
245.0000	-4.0000
245.1000	-3.9921
245.2000	-3.9685
245.3000	-3.9291
245.4000	-3.8743
245.5000	-3.8042
245.6000	-3.7191
245.7000	-3.6193
245.8000	-3.5052
245.9000	-3.3773
246.0000	-3.2361
246.1000	-3.0821
246.2000	-2.9159
246.3000	-2.7382
246.4000	-2.5497
246.5000	-2.3511
246.6000	-2.1433
246.7000	-1.9270
246.8000	-1.7031
246.9000	-1.4725
247.0000	-1.2361
247.1000	-0.9948
247.2000	-0.7495
247.3000	-0.5013
247.4000	-0.2512
247.5000	0.0000
247.6000	0.2512
247.7000	0.5013
247.8000	0.7495
247.9000	0.9948
248.0000	1.2361
248.1000	1.4725
248.2000	1.7031
248.3000	1.9270
248.4000	2.1433
248.5000	2.3511
248.6000	2.5497
248.7000	2.7382
248.8000	2.9159
248.9000	3.0821
249.0000	3.2361
249.1000	3.3773
249.2000	3.5052
249.3000	3.6193
249.4000	3.7191
249.5000	3.8042
249.6000	3.8743
249.7000	3.9291
249.8000	3.9685
249.9000	3.9921
250.0000	4.0000
250.1000	3.9921
250.2000	3.9685
250.3000	3.9291
250.4000	3.8743
250.5000	3.8042
250.6000	3.7191
250.7000	3.6193
250.8000	3.5052
250.9000	3.3773
251.0000	3.2361
251.1000	3.0821
251.2000	2.9159
251.3000	2.7382
251.4000	2.5497
251.5000	2.3511
251.6000	2.1433
251.7000	1.9270
251.8000	1.7031
251.9000	1.4725
252.0000	1.2361
252.1000	0.9948
252.2000	0.7495
252.3000	0.5013
252.4000	0.2512
252.5000	0.0000
252.6000	-0.2512
252.7000	-0.5013
252.8000	-0.7495
252.9000	-0.9948
253.0000	-1.2361
253.1000	-1.4725
253.2000	-1.7031
253.3000	-1.9270
253.4000	-2.1433
253.5000	-2.3511
253.6000	-2.5497
253.7000	-2.7382
253.8000	-2.9159
253.9000	-3.0821
254.0000	-3.2361
254.1000	-3.3773
254.2000	-3.5052
254.3000	-3.6193
254.4000	-3.7191
254.5000	-3.8042
254.6000	-3.8743
254.7000	-3.9291
254.8000	-3.9685
254.9000	-3.9921
255.0000	-4.0000
255.1000	-3.9921
255.2000	-3.9685
255.3000	-3.9291
255.4000	-3.8743
255.5000	-3.8042
255.6000	-3.7191
255.7000	-3.6193
255.8000	-3.5052
255.9000	-3.3773
256.0000	-3.2361
256.1000	-3.0821
256.2000	-2.9159
256.3000	-2.7382
256.4000	-2.5497
256.5000	-2.3511
256.6000	-2.1433
256.7000	-1.9270
256.8000	-1.7031
256.9000	-1.4725
257.0000	-1.2361
257.1000	-0.9948
257.2000	-0.7495
257.3000	-0.5013
257.4000	-0.2512
257.5000	-0.0000
257.6000	0.2512
257.7000	0.5013
257.8000	0.7495
257.9000	0.9948
258.0000	1.2361
258.1000	1.4725
258.2000	1.7031
258.3000	1.9270
258.4000	2.1433
258.5000	2.3511
258.6000	2.5497
258.7000	2.7382
258.8000	2.9159
258.9000	3.0821
259.0000	3.2361
259.1000	3.3773
259.2000	3.5052
259.3000	3.6193
259.4000	3.7191
259.5000	3.8042
259.6000	3.8743
259.7000	3.9291
259.8000	3.9685
259.9000	3.9921
260.0000	4.0000
260.1000	3.9921
260.2000	3.9685
260.3000	3.9291
260.4000	3.8743
260.5000	3.8042
260.6000	3.7191
260.7000	3.6193
260.8000	3.5052
260.9000	3.3773
261.0000	3.2361
261.1000	3.0821
261.2000	2.9159
261.3000	2.7382
261.4000	2.5497
261.5000	2.3511
261.6000	2.1433
261.7000	1.9270
261.8000	1.7031
261.9000	1.4725
262.0000	1.2361
262.1000	0.9948
262.2000	0.7495
262.3000	0.5013
262.4000	0.2512
262.5000	-0.0000
262.6000	-0.2512
262.7000	-0.5013
262.8000	-0.7495
262.9000	-0.9948
263.0000	-1.2361
263.1000	-1.4725
263.2000	-1.7031
263.3000	-1.9270
263.4000	-2.1433
263.5000	-2.3511
263.6000	-2.5497
263.7000	-2.7382
263.8000	-2.9159
263.9000	-3.0821
264.0000	-3.2361
264.1000	-3.3773
264.2000	-3.5052
264.3000	-3.6193
264.4000	-3.7191
264.5000	-3.8042
264.6000	-3.8743
264.7000	-3.9291
264.8000	-3.9685
264.9000	-3.9921
265.0000	-4.0000
265.1000	-3.9921
265.2000	-3.9685
265.3000	-3.9291
265.4000	-3.8743
265.5000	-3.8042
265.6000	-3.7191
265.7000	-3.6193
265.8000	-3.5052
265.9000	-3.3773
266.0000	-3.2361
266.1000	-3.0821
266.2000	-2.9159
266.3000	-2.7382
266.4000	-2.5497
266.5000	-2.3511
266.6000	-2.1433
266.7000	-1.9270
266.8000	-1.7031
266.9000	-1.4725
267.0000	-1.2361
267.1000	-0.9948
267.2000	-0.7495
267.3000	-0.5013
267.4000	-0.2512
267.5000	-0.0000
267.6000	0.2512
267.7000	0.5013
267.8000	0.7495
267.9000	0.9948
268.0000	1.2361
268.1000	1.4725
268.2000	1.7031
268.3000	1.9270
268.4000	2.1433
268.5000	2.3511
268.6000	2.5497
268.7000	2.7382
268.8000	2.9159
268.9000	3.0821
269.0000	3.2361
269.1000	3.3773
269.2000	3.5052
269.3000	3.6193
269.4000	3.7191
269.5000	3.8042
269.6000	3.8743
269.7000	3.9291
269.8000	3.9685
269.9000	3.9921
270.0000	4.0000
270.1000	3.9921
270.2000	3.9685
270.3000	3.9291
270.4000	3.8743
270.5000	3.8042
270.6000	3.7191
270.7000	3.6193
270.8000	3.5052
270.9000	3.3773
271.0000	3.2361
271.1000	3.0821
271.2000	2.9159
271.3000	2.7382
271.4000	2.5497
271.5000	2.3511
271.6000	2.1433
271.7000	1.9270
271.8000	1.7031
271.9000	1.4725
272.0000	1.2361
272.1000	0.9948
272.2000	0.7495
272.3000	0.5013
272.4000	0.2512
272.5000	0.0000
272.6000	-0.2512
272.7000	-0.5013
272.8000	-0.7495
272.9000	-0.9948
273.0000	-1.2361
273.1000	-1.4725
273.2000	-1.7031
273.3000	-1.9270
273.4000	-2.1433
273.5000	-2.3511
273.6000	-2.5497
273.7000	-2.7382
273.8000	-2.9159
273.9000	-3.0821
274.0000	-3.2361
274.1000	-3.3773
274.2000	-3.5052
274.3000	-3.6193
274.4000	-3.7191
274.5000	-3.8042
274.6000	-3.8743
274.7000	-3.9291
274.8000	-3.9685
274.9000	-3.9921
275.0000	-4.0000
275.1000	-3.9921
275.2000	-3.9685
275.3000	-3.9291
275.4000	-3.8743
275.5000	-3.8042
275.6000	-3.7191
275.7000	-3.6193
275.8000	-3.5052
275.9000	-3.3773
276.0000	-3.2361
276.1000	-3.0821
276.2000	-2.9159
276.3000	-2.7382
276.4000	-2.5497
276.5000	-2.3511
276.6000	-2.1433
276.7000	-1.9270
276.8000	-1.7031
276.9000	-1.4725
277.0000	-1.2361
277.1000	-0.9948
277.2000	-0.7495
277.3000	-0.5013
277.4000	-0.2512
277.5000	-0.0000
277.6000	0.2512
277.7000	0.5013
277.8000	0.7495
277.9000	0.9948
278.0000	1.2361
278.1000	1.4725
278.2000	1.7031
278.3000	1.9270
278.4000	2.1433
278.5000	2.3511
278.6000	2.5497
278.7000	2.7382
278.8000	2.9159
278.9000	3.0821
279.0000	3.2361
279.1000	3.3773
279.2000	3.5052
279.3000	3.6193
279.4000	3.7191
279.5000	3.8042
279.6000	3.8743
279.7000	3.9291
279.8000	3.9685
279.9000	3.9921
280.0000	4.0000
280.1000	3.9921
280.2000	3.9685
280.3000	3.9291
280.4000	3.8743
280.5000	3.8042
280.6000	3.7191
280.7000	3.6193
280.8000	3.5052
280.9000	3.3773
281.0000	3.2361
281.1000	3.0821
281.2000	2.9159
281.3000	2.7382
281.4000	2.5497
281.5000	2.3511
281.6000	2.1433
281.7000	1.9270
281.8000	1.7031
281.9000	1.4725
282.0000	1.2361
282.1000	0.9948
282.2000	0.7495
282.3000	0.5013
282.4000	0.2512
282.5000	0.0000
282.6000	-0.2512
282.7000	-0.5013
282.8000	-0.7495
282.9000	-0.9948
283.0000	-1.2361
283.1000	-1.4725
283.2000	-1.7031
283.3000	-1.9270
283.4000	-2.1433
283.5000	-2.3511
283.6000	-2.5497
283.7000	-2.7382
283.8000	-2.9159
283.9000	-3.0821
284.0000	-3.2361
284.1000	-3.3773
284.2000	-3.5052
284.3000	-3.6193
284.4000	-3.7191
284.5000	-3.8042
284.6000	-3.8743
284.7000	-3.9291
284.8000	-3.9685
284.9000	-3.9921
285.0000	-4.0000
285.1000	-3.9921
285.2000	-3.9685
285.3000	-3.9291
285.4000	-3.8743
285.5000	-3.8042
285.6000	-3.7191
285.7000	-3.6193
285.8000	-3.5052
285.9000	-3.3773
286.0000	-3.2361
286.1000	-3.0821
286.2000	-2.9159
286.3000	-2.7382
286.4000	-2.5497
286.5000	-2.3511
286.6000	-2.1433
286.7000	-1.9270
286.8000	-1.7031
286.9000	-1.4725
287.0000	-1.2361
287.1000	-0.9948
287.2000	-0.7495
287.3000	-0.5013
287.4000	-0.2512
287.5000	0.0000
287.6000	0.2512
287.7000	0.5013
287.8000	0.7495
287.9000	0.9948
288.0000	1.2361
288.1000	1.4725
288.2000	1.7031
288.3000	1.9270
288.4000	2.1433
288.5000	2.3511
288.6000	2.5497
288.7000	2.7382
288.8000	2.9159
288.9000	3.0821
289.0000	3.2361
289.1000	3.3773
289.2000	3.5052
289.3000	3.6193
289.4000	3.7191
289.5000	3.8042
289.6000	3.8743
289.7000	3.9291
289.8000	3.9685
289.9000	3.9921
290.0000	4.0000
290.1000	3.9921
290.2000	3.9685
290.3000	3.9291
290.4000	3.8743
290.5000	3.8042
290.6000	3.7191
290.7000	3.6193
290.8000	3.5052
290.9000	3.3773
291.0000	3.2361
291.1000	3.0821
291.2000	2.9159
291.3000	2.7382
291.4000	2.5497
291.5000	2.3511
291.6000	2.1433
291.7000	1.9270
291.8000	1.7031
291.9000	1.4725
292.0000	1.2361
292.1000	0.9948
292.2000	0.7495
292.3000	0.5013
292.4000	0.2512
292.5000	0.0000
292.6000	-0.2512
292.7000	-0.5013
292.8000	-0.7495
292.9000	-0.9948
293.0000	-1.2361
293.1000	-1.4725
293.2000	-1.7031
293.3000	-1.9270
293.4000	-2.1433
293.5000	-2.3511
293.6000	-2.5497
293.7000	-2.7382
293.8000	-2.9159
293.9000	-3.0821
294.0000	-3.2361
294.1000	-3.3773
294.2000	-3.5052
294.3000	-3.6193
294.4000	-3.7191
294.5000	-3.8042
294.6000	-3.8743
294.7000	-3.9291
294.8000	-3.9685
294.9000	-3.9921
295.0000	-4.0000
295.1000	-3.9921
295.2000	-3.9685
295.3000	-3.9291
295.4000	-3.8743
295.5000	-3.8042
295.6000	-3.7191
295.7000	-3.6193
295.8000	-3.5052
295.9000	-3.3773
296.0000	-3.2361
296.1000	-3.0821
296.2000	-2.9159
296.3000	-2.7382
296.4000	-2.5497
296.5000	-2.3511
296.6000	-2.1433
296.7000	-1.9270
296.8000	-1.7031
296.9000	-1.4725
297.0000	-1.2361
297.1000	-0.9948
297.2000	-0.7495
297.3000	-0.5013
297.4000	-0.2512
297.5000	-0.0000
297.6000	0.2512
297.7000	0.5013
297.8000	0.7495
297.9000	0.9948
298.0000	1.2361
298.1000	1.4725
298.2000	1.7031
298.3000	1.9270
298.4000	2.1433
298.5000	2.3511
298.6000	2.5497
298.7000	2.7382
298.8000	2.9159
298.9000	3.0821
299.0000	3.2361
299.1000	3.3773
299.2000	3.5052
299.3000	3.6193
299.4000	3.7191
299.5000	3.8042
299.6000	3.8743
299.7000	3.9291
299.8000	3.9685
299.9000	3.9921
300.0000	4.0000
300.1000	3.9921
300.2000	3.9685
300.3000	3.9291
300.4000	3.8743
300.5000	3.8042
300.6000	3.7191
300.7000	3.6193
300.8000	3.5052
300.9000	3.3773
301.0000	3.2361
301.1000	3.0821
301.2000	2.9159
301.3000	2.7382
301.4000	2.5497
301.5000	2.3511
301.6000	2.1433
301.7000	1.9270
301.8000	1.7031
301.9000	1.4725
302.0000	1.2361
302.1000	0.9948
302.2000	0.7495
302.3000	0.5013
302.4000	0.2512
302.5000	-0.0000
302.6000	-0.2512
302.7000	-0.5013
302.8000	-0.7495
302.9000	-0.9948
303.0000	-1.2361
303.1000	-1.4725
303.2000	-1.7031
303.3000	-1.9270
303.4000	-2.1433
303.5000	-2.3511
303.6000	-2.5497
303.7000	-2.7382
303.8000	-2.9159
303.9000	-3.0821
304.0000	-3.2361
304.1000	-3.3773
304.2000	-3.5052
304.3000	-3.6193
304.4000	-3.7191
304.5000	-3.8042
304.6000	-3.8743
304.7000	-3.9291
304.8000	-3.9685
304.9000	-3.9921
305.0000	-4.0000
305.1000	-3.9921
305.2000	-3.9685
305.3000	-3.9291
305.4000	-3.8743
305.5000	-3.8042
305.6000	-3.7191
305.7000	-3.6193
305.8000	-3.5052
305.9000	-3.3773
306.0000	-3.2361
306.1000	-3.0821
306.2000	-2.9159
306.3000	-2.7382
306.4000	-2.5497
306.5000	-2.3511
306.6000	-2.1433
306.7000	-1.9270
306.8000	-1.7031
306.9000	-1.4725
307.0000	-1.2361
307.1000	-0.9948
307.2000	-0.7495
307.3000	-0.5013
307.4000	-0.2512
307.5000	-0.0000
307.6000	0.2512
307.7000	0.5013
307.8000	0.7495
307.9000	0.9948
308.0000	1.2361
308.1000	1.4725
308.2000	1.7031
308.3000	1.9270
308.4000	2.1433
308.5000	2.3511
308.6000	2.5497
308.7000	2.7382
308.8000	2.9159
308.9000	3.0821
309.0000	3.2361
309.1000	3.3773
309.2000	3.5052
309.3000	3.6193
309.4000	3.7191
309.5000	3.8042
309.6000	3.8743
309.7000	3.9291
309.8000	3.9685
309.9000	3.9921
310.0000	4.0000
310.1000	3.9921
310.2000	3.9685
310.3000	3.9291
310.4000	3.8743
310.5000	3.8042
310.6000	3.7191
310.7000	3.6193
310.8000	3.5052
310.9000	3.3773
311.0000	3.2361
311.1000	3.0821
311.2000	2.9159
311.3000	2.7382
311.4000	2.5497
311.5000	2.3511
311.6000	2.1433
311.7000	1.9270
311.8000	1.7031
311.9000	1.4725
312.0000	1.2361
312.1000	0.9948
312.2000	0.7495
312.3000	0.5013
312.4000	0.2512
312.5000	0.0000
312.6000	-0.2512
312.7000	-0.5013
312.8000	-0.7495
312.9000	-0.9948
313.0000	-1.2361
313.1000	-1.4725
313.2000	-1.7031
313.3000	-1.9270
313.4000	-2.1433
313.5000	-2.3511
313.6000	-2.5497
313.7000	-2.7382
313.8000	-2.9159
313.9000	-3.0821
314.0000	-3.2361
314.1000	-3.3773
314.2000	-3.5052
314.3000	-3.6193
314.4000	-3.7191
314.5000	-3.8042
314.6000	-3.8743
314.7000	-3.9291
314.8000	-3.9685
314.9000	-3.9921
315.0000	-4.0000
315.1000	-3.9921
315.2000	-3.9685
315.3000	-3.9291
315.4000	-3.8743
315.5000	-3.8042
315.6000	-3.7191
315.7000	-3.6193
315.8000	-3.5052
315.9000	-3.3773
316.0000	-3.2361
316.1000	-3.0821
316.2000	-2.9159
316.3000	-2.7382
316.4000	-2.5497
316.5000	-2.3511
316.6000	-2.1433
316.7000	-1.9270
316.8000	-1.7031
316.9000	-1.4725
317.0000	-1.2361
317.1000	-0.9948
317.2000	-0.7495
317.3000	-0.5013
317.4000	-0.2512
317.5000	-0.0000
317.6000	0.2512
317.7000	0.5013
317.8000	0.7495
317.9000	0.9948
318.0000	1.2361
318.1000	1.4725
318.2000	1.7031
318.3000	1.9270
318.4000	2.1433
318.5000	2.3511
318.6000	2.5497
318.7000	2.7382
318.8000	2.9159
318.9000	3.0821
319.0000	3.2361
319.1000	3.3773
319.2000	3.5052
319.3000	3.6193
319.4000	3.7191
319.5000	3.8042
319.6000	3.8743
319.7000	3.9291
319.8000	3.9685
319.9000	3.9921
320.0000	4.0000
320.1000	3.9921
320.2000	3.9685
320.3000	3.9291
320.4000	3.8743
320.5000	3.8042
320.6000	3.7191
320.7000	3.6193
320.8000	3.5052
320.9000	3.3773
321.0000	3.2361
321.1000	3.0821
321.2000	2.9159
321.3000	2.7382
321.4000	2.5497
321.5000	2.3511
321.6000	2.1433
321.7000	1.9270
321.8000	1.7031
321.9000	1.4725
322.0000	1.2361
322.1000	0.9948
322.2000	0.7495
322.3000	0.5013
322.4000	0.2512
322.5000	0.0000
322.6000	-0.2512
322.7000	-0.5013
322.8000	-0.7495
322.9000	-0.9948
323.0000	-1.2361
323.1000	-1.4725
323.2000	-1.7031
323.3000	-1.9270
323.4000	-2.1433
323.5000	-2.3511
323.6000	-2.5497
323.7000	-2.7382
323.8000	-2.9159
323.9000	-3.0821
324.0000	-3.2361
324.1000	-3.3773
324.2000	-3.5052
324.3000	-3.6193
324.4000	-3.7191
324.5000	-3.8042
324.6000	-3.8743
324.7000	-3.9291
324.8000	-3.9685
324.9000	-3.9921
325.0000	-4.0000
325.1000	-3.9921
325.2000	-3.9685
325.3000	-3.9291
325.4000	-3.8743
325.5000	-3.8042
325.6000	-3.7191
325.7000	-3.6193
325.8000	-3.5052
325.9000	-3.3773
326.0000	-3.2361
326.1000	-3.0821
326.2000	-2.9159
326.3000	-2.7382
326.4000	-2.5497
326.5000	-2.3511
326.6000	-2.1433
326.7000	-1.9270
326.8000	-1.7031
326.9000	-1.4725
327.0000	-1.2361
327.1000	-0.9948
327.2000	-0.7495
327.3000	-0.5013
327.4000	-0.2512
327.5000	0.0000
327.6000	0.2512
327.7000	0.5013
327.8000	0.7495
327.9000	0.9948
328.0000	1.2361
328.1000	1.4725
328.2000	1.7031
328.3000	1.9270
328.4000	2.1433
328.5000	2.3511
328.6000	2.5497
328.7000	2.7382
328.8000	2.9159
328.9000	3.0821
329.0000	3.2361
329.1000	3.3773
329.2000	3.5052
329.3000	3.6193
329.4000	3.7191
329.5000	3.8042
329.6000	3.8743
329.7000	3.9291
329.8000	3.9685
329.9000	3.9921
330.0000	4.0000
330.1000	3.9921
330.2000	3.9685
330.3000	3.9291
330.4000	3.8743
330.5000	3.8042
330.6000	3.7191
330.7000	3.6193
330.8000	3.5052
330.9000	3.3773
331.0000	3.2361
331.1000	3.0821
331.2000	2.9159
331.3000	2.7382
331.4000	2.5497
331.5000	2.3511
331.6000	2.1433
331.7000	1.9270
331.8000	1.7031
331.9000	1.4725
332.0000	1.2361
332.1000	0.9948
332.2000	0.7495
332.3000	0.5013
332.4000	0.2512
332.5000	0.0000
332.6000	-0.2512
332.7000	-0.5013
332.8000	-0.7495
332.9000	-0.9948
333.0000	-1.2361
333.1000	-1.4725
333.2000	-1.7031
333.3000	-1.9270
333.4000	-2.1433
333.5000	-2.3511
333.6000	-2.5497
333.7000	-2.7382
333.8000	-2.9159
333.9000	-3.0821
334.0000	-3.2361
334.1000	-3.3773
334.2000	-3.5052
334.3000	-3.6193
334.4000	-3.7191
334.5000	-3.8042
334.6000	-3.8743
334.7000	-3.9291
334.8000	-3.9685
334.9000	-3.9921
335.0000	-4.0000
335.1000	-3.9921
335.2000	-3.9685
335.3000	-3.9291
335.4000	-3.8743
335.5000	-3.8042
335.6000	-3.7191
335.7000	-3.6193
335.8000	-3.5052
335.9000	-3.3773
336.0000	-3.2361
336.1000	-3.0821
336.2000	-2.9159
336.3000	-2.7382
336.4000	-2.5497
336.5000	-2.3511
336.6000	-2.1433
336.7000	-1.9270
336.8000	-1.7031
336.9000	-1.4725
337.0000	-1.2361
337.1000	-0.9948
337.2000	-0.7495
337.3000	-0.5013
337.4000	-0.2512
337.5000	-0.0000
337.6000	0.2512
337.7000	0.5013
337.8000	0.7495
337.9000	0.9948
338.0000	1.2361
338.1000	1.4725
338.2000	1.7031
338.3000	1.9270
338.4000	2.1433
338.5000	2.3511
338.6000	2.5497
338.7000	2.7382
338.8000	2.9159
338.9000	3.0821
339.0000	3.2361
339.1000	3.3773
339.2000	3.5052
339.3000	3.6193
339.4000	3.7191
339.5000	3.8042
339.6000	3.8743
339.7000	3.9291
339.8000	3.9685
339.9000	3.9921
340.0000	4.0000
340.1000	3.9921
340.2000	3.9685
340.3000	3.9291
340.4000	3.8743
340.5000	3.8042
340.6000	3.7191
340.7000	3.6193
340.8000	3.5052
340.9000	3.3773
341.0000	3.2361
341.1000	3.0821
341.2000	2.9159
341.3000	2.7382
341.4000	2.5497
341.5000	2.3511
341.6000	2.1433
341.7000	1.9270
341.8000	1.7031
341.9000	1.4725
342.0000	1.2361
342.1000	0.9948
342.2000	0.7495
342.3000	0.5013
342.4000	0.2512
342.5000	-0.0000
342.6000	-0.2512
342.7000	-0.5013
342.8000	-0.7495
342.9000	-0.9948
343.0000	-1.2361
343.1000	-1.4725
343.2000	-1.7031
343.3000	-1.9270
343.4000	-2.1433
343.5000	-2.3511
343.6000	-2.5497
343.7000	-2.7382
343.8000	-2.9159
343.9000	-3.0821
344.0000	-3.2361
344.1000	-3.3773
344.2000	-3.5052
344.3000	-3.6193
344.4000	-3.7191
344.5000	-3.8042
344.6000	-3.8743
344.7000	-3.9291
344.8000	-3.9685
