Time(s)	Elevation(m)
344.9000	-3.9921
345.0000	-4.0000
345.1000	-3.9921
345.2000	-3.9685
345.3000	-3.9291
345.4000	-3.8743
345.5000	-3.8042
345.6000	-3.7191
345.7000	-3.6193
345.8000	-3.5052
345.9000	-3.3773
346.0000	-3.2361
346.1000	-3.0821
346.2000	-2.9159
346.3000	-2.7382
346.4000	-2.5497
346.5000	-2.3511
346.6000	-2.1433
346.7000	-1.9270
346.8000	-1.7031
346.9000	-1.4725
347.0000	-1.2361
347.1000	-0.9948
347.2000	-0.7495
347.3000	-0.5013
347.4000	-0.2512
347.5000	-0.0000
347.6000	0.2512
347.7000	0.5013
347.8000	0.7495
347.9000	0.9948
348.0000	1.2361
348.1000	1.4725
348.2000	1.7031
348.3000	1.9270
348.4000	2.1433
348.5000	2.3511
348.6000	2.5497
348.7000	2.7382
348.8000	2.9159
348.9000	3.0821
349.0000	3.2361
349.1000	3.3773
349.2000	3.5052
349.3000	3.6193
349.4000	3.7191
349.5000	3.8042
349.6000	3.8743
349.7000	3.9291
349.8000	3.9685
349.9000	3.9921
350.0000	4.0000
350.1000	3.9921
350.2000	3.9685
350.3000	3.9291
350.4000	3.8743
350.5000	3.8042
350.6000	3.7191
350.7000	3.6193
350.8000	3.5052
350.9000	3.3773
351.0000	3.2361
351.1000	3.0821
351.2000	2.9159
351.3000	2.7382
351.4000	2.5497
351.5000	2.3511
351.6000	2.1433
351.7000	1.9270
351.8000	1.7031
351.9000	1.4725
352.0000	1.2361
352.1000	0.9948
352.2000	0.7495
352.3000	0.5013
352.4000	0.2512
352.5000	0.0000
352.6000	-0.2512
352.7000	-0.5013
352.8000	-0.7495
352.9000	-0.9948
353.0000	-1.2361
353.1000	-1.4725
353.2000	-1.7031
353.3000	-1.9270
353.4000	-2.1433
353.5000	-2.3511
353.6000	-2.5497
353.7000	-2.7382
353.8000	-2.9159
353.9000	-3.0821
354.0000	-3.2361
354.1000	-3.3773
354.2000	-3.5052
354.3000	-3.6193
354.4000	-3.7191
354.5000	-3.8042
354.6000	-3.8743
354.7000	-3.9291
354.8000	-3.9685
354.9000	-3.9921
355.0000	-4.0000
355.1000	-3.9921
355.2000	-3.9685
355.3000	-3.9291
355.4000	-3.8743
355.5000	-3.8042
355.6000	-3.7191
355.7000	-3.6193
355.8000	-3.5052
355.9000	-3.3773
356.0000	-3.2361
356.1000	-3.0821
356.2000	-2.9159
356.3000	-2.7382
356.4000	-2.5497
356.5000	-2.3511
356.6000	-2.1433
356.7000	-1.9270
356.8000	-1.7031
356.9000	-1.4725
357.0000	-1.2361
357.1000	-0.9948
357.2000	-0.7495
357.3000	-0.5013
357.4000	-0.2512
357.5000	-0.0000
357.6000	0.2512
357.7000	0.5013
357.8000	0.7495
357.9000	0.9948
358.0000	1.2361
358.1000	1.4725
358.2000	1.7031
358.3000	1.9270
358.4000	2.1433
358.5000	2.3511
358.6000	2.5497
358.7000	2.7382
358.8000	2.9159
358.9000	3.0821
359.0000	3.2361
359.1000	3.3773
359.2000	3.5052
359.3000	3.6193
359.4000	3.7191
359.5000	3.8042
359.6000	3.8743
359.7000	3.9291
359.8000	3.9685
359.9000	3.9921
360.0000	4.0000
360.1000	3.9921
360.2000	3.9685
360.3000	3.9291
360.4000	3.8743
360.5000	3.8042
360.6000	3.7191
360.7000	3.6193
360.8000	3.5052
360.9000	3.3773
361.0000	3.2361
361.1000	3.0821
361.2000	2.9159
361.3000	2.7382
361.4000	2.5497
361.5000	2.3511
361.6000	2.1433
361.7000	1.9270
361.8000	1.7031
361.9000	1.4725
362.0000	1.2361
362.1000	0.9948
362.2000	0.7495
362.3000	0.5013
362.4000	0.2512
362.5000	0.0000
362.6000	-0.2512
362.7000	-0.5013
362.8000	-0.7495
362.9000	-0.9948
363.0000	-1.2361
363.1000	-1.4725
363.2000	-1.7031
363.3000	-1.9270
363.4000	-2.1433
363.5000	-2.3511
363.6000	-2.5497
363.7000	-2.7382
363.8000	-2.9159
363.9000	-3.0821
364.0000	-3.2361
364.1000	-3.3773
364.2000	-3.5052
364.3000	-3.6193
364.4000	-3.7191
364.5000	-3.8042
364.6000	-3.8743
364.7000	-3.9291
364.8000	-3.9685
364.9000	-3.9921
365.0000	-4.0000
365.1000	-3.9921
365.2000	-3.9685
365.3000	-3.9291
365.4000	-3.8743
365.5000	-3.8042
365.6000	-3.7191
365.7000	-3.6193
365.8000	-3.5052
365.9000	-3.3773
366.0000	-3.2361
366.1000	-3.0821
366.2000	-2.9159
366.3000	-2.7382
366.4000	-2.5497
366.5000	-2.3511
366.6000	-2.1433
366.7000	-1.9270
366.8000	-1.7031
366.9000	-1.4725
367.0000	-1.2361
367.1000	-0.9948
367.2000	-0.7495
367.3000	-0.5013
367.4000	-0.2512
367.5000	0.0000
367.6000	0.2512
367.7000	0.5013
367.8000	0.7495
367.9000	0.9948
368.0000	1.2361
368.1000	1.4725
368.2000	1.7031
368.3000	1.9270
368.4000	2.1433
368.5000	2.3511
368.6000	2.5497
368.7000	2.7382
368.8000	2.9159
368.9000	3.0821
369.0000	3.2361
369.1000	3.3773
369.2000	3.5052
369.3000	3.6193
369.4000	3.7191
369.5000	3.8042
369.6000	3.8743
369.7000	3.9291
369.8000	3.9685
369.9000	3.9921
370.0000	4.0000
370.1000	3.9921
370.2000	3.9685
370.3000	3.9291
370.4000	3.8743
370.5000	3.8042
370.6000	3.7191
370.7000	3.6193
370.8000	3.5052
370.9000	3.3773
371.0000	3.2361
371.1000	3.0821
371.2000	2.9159
371.3000	2.7382
371.4000	2.5497
371.5000	2.3511
371.6000	2.1433
371.7000	1.9270
371.8000	1.7031
371.9000	1.4725
372.0000	1.2361
372.1000	0.9948
372.2000	0.7495
372.3000	0.5013
372.4000	0.2512
372.5000	0.0000
372.6000	-0.2512
372.7000	-0.5013
372.8000	-0.7495
372.9000	-0.9948
373.0000	-1.2361
373.1000	-1.4725
373.2000	-1.7031
373.3000	-1.9270
373.4000	-2.1433
373.5000	-2.3511
373.6000	-2.5497
373.7000	-2.7382
373.8000	-2.9159
373.9000	-3.0821
374.0000	-3.2361
374.1000	-3.3773
374.2000	-3.5052
374.3000	-3.6193
374.4000	-3.7191
374.5000	-3.8042
374.6000	-3.8743
374.7000	-3.9291
374.8000	-3.9685
374.9000	-3.9921
375.0000	-4.0000
375.1000	-3.9921
375.2000	-3.9685
375.3000	-3.9291
375.4000	-3.8743
375.5000	-3.8042
375.6000	-3.7191
375.7000	-3.6193
375.8000	-3.5052
375.9000	-3.3773
376.0000	-3.2361
376.1000	-3.0821
376.2000	-2.9159
376.3000	-2.7382
376.4000	-2.5497
376.5000	-2.3511
376.6000	-2.1433
376.7000	-1.9270
376.8000	-1.7031
376.9000	-1.4725
377.0000	-1.2361
377.1000	-0.9948
377.2000	-0.7495
377.3000	-0.5013
377.4000	-0.2512
377.5000	-0.0000
377.6000	0.2512
377.7000	0.5013
377.8000	0.7495
377.9000	0.9948
378.0000	1.2361
378.1000	1.4725
378.2000	1.7031
378.3000	1.9270
378.4000	2.1433
378.5000	2.3511
378.6000	2.5497
378.7000	2.7382
378.8000	2.9159
378.9000	3.0821
379.0000	3.2361
379.1000	3.3773
379.2000	3.5052
379.3000	3.6193
379.4000	3.7191
379.5000	3.8042
379.6000	3.8743
379.7000	3.9291
379.8000	3.9685
379.9000	3.9921
380.0000	4.0000
380.1000	3.9921
380.2000	3.9685
380.3000	3.9291
380.4000	3.8743
380.5000	3.8042
380.6000	3.7191
380.7000	3.6193
380.8000	3.5052
380.9000	3.3773
381.0000	3.2361
381.1000	3.0821
381.2000	2.9159
381.3000	2.7382
381.4000	2.5497
381.5000	2.3511
381.6000	2.1433
381.7000	1.9270
381.8000	1.7031
381.9000	1.4725
382.0000	1.2361
382.1000	0.9948
382.2000	0.7495
382.3000	0.5013
382.4000	0.2512
382.5000	0.0000
382.6000	-0.2512
382.7000	-0.5013
382.8000	-0.7495
382.9000	-0.9948
383.0000	-1.2361
383.1000	-1.4725
383.2000	-1.7031
383.3000	-1.9270
383.4000	-2.1433
383.5000	-2.3511
383.6000	-2.5497
383.7000	-2.7382
383.8000	-2.9159
383.9000	-3.0821
384.0000	-3.2361
384.1000	-3.3773
384.2000	-3.5052
384.3000	-3.6193
384.4000	-3.7191
384.5000	-3.8042
384.6000	-3.8743
384.7000	-3.9291
384.8000	-3.9685
384.9000	-3.9921
385.0000	-4.0000
385.1000	-3.9921
385.2000	-3.9685
385.3000	-3.9291
385.4000	-3.8743
385.5000	-3.8042
385.6000	-3.7191
385.7000	-3.6193
385.8000	-3.5052
385.9000	-3.3773
386.0000	-3.2361
386.1000	-3.0821
386.2000	-2.9159
386.3000	-2.7382
386.4000	-2.5497
386.5000	-2.3511
386.6000	-2.1433
386.7000	-1.9270
386.8000	-1.7031
386.9000	-1.4725
387.0000	-1.2361
387.1000	-0.9948
387.2000	-0.7495
387.3000	-0.5013
387.4000	-0.2512
387.5000	-0.0000
387.6000	0.2512
387.7000	0.5013
387.8000	0.7495
387.9000	0.9948
388.0000	1.2361
388.1000	1.4725
388.2000	1.7031
388.3000	1.9270
388.4000	2.1433
388.5000	2.3511
388.6000	2.5497
388.7000	2.7382
388.8000	2.9159
388.9000	3.0821
389.0000	3.2361
389.1000	3.3773
389.2000	3.5052
389.3000	3.6193
389.4000	3.7191
389.5000	3.8042
389.6000	3.8743
389.7000	3.9291
389.8000	3.9685
389.9000	3.9921
390.0000	4.0000
390.1000	3.9921
390.2000	3.9685
390.3000	3.9291
390.4000	3.8743
390.5000	3.8042
390.6000	3.7191
390.7000	3.6193
390.8000	3.5052
390.9000	3.3773
391.0000	3.2361
391.1000	3.0821
391.2000	2.9159
391.3000	2.7382
391.4000	2.5497
391.5000	2.3511
391.6000	2.1433
391.7000	1.9270
391.8000	1.7031
391.9000	1.4725
392.0000	1.2361
392.1000	0.9948
392.2000	0.7495
392.3000	0.5013
392.4000	0.2512
392.5000	0.0000
392.6000	-0.2512
392.7000	-0.5013
392.8000	-0.7495
392.9000	-0.9948
393.0000	-1.2361
393.1000	-1.4725
393.2000	-1.7031
393.3000	-1.9270
393.4000	-2.1433
393.5000	-2.3511
393.6000	-2.5497
393.7000	-2.7382
393.8000	-2.9159
393.9000	-3.0821
394.0000	-3.2361
394.1000	-3.3773
394.2000	-3.5052
394.3000	-3.6193
394.4000	-3.7191
394.5000	-3.8042
394.6000	-3.8743
394.7000	-3.9291
394.8000	-3.9685
394.9000	-3.9921
395.0000	-4.0000
395.1000	-3.9921
395.2000	-3.9685
395.3000	-3.9291
395.4000	-3.8743
395.5000	-3.8042
395.6000	-3.7191
395.7000	-3.6193
395.8000	-3.5052
395.9000	-3.3773
396.0000	-3.2361
396.1000	-3.0821
396.2000	-2.9159
396.3000	-2.7382
396.4000	-2.5497
396.5000	-2.3511
396.6000	-2.1433
396.7000	-1.9270
396.8000	-1.7031
396.9000	-1.4725
397.0000	-1.2361
397.1000	-0.9948
397.2000	-0.7495
397.3000	-0.5013
397.4000	-0.2512
397.5000	-0.0000
397.6000	0.2512
397.7000	0.5013
397.8000	0.7495
397.9000	0.9948
398.0000	1.2361
398.1000	1.4725
398.2000	1.7031
398.3000	1.9270
398.4000	2.1433
398.5000	2.3511
398.6000	2.5497
398.7000	2.7382
398.8000	2.9159
398.9000	3.0821
399.0000	3.2361
399.1000	3.3773
399.2000	3.5052
399.3000	3.6193
399.4000	3.7191
399.5000	3.8042
399.6000	3.8743
399.7000	3.9291
399.8000	3.9685
399.9000	3.9921
400.0000	4.0000
400.1000	3.9921
400.2000	3.9685
400.3000	3.9291
400.4000	3.8743
400.5000	3.8042
400.6000	3.7191
400.7000	3.6193
400.8000	3.5052
400.9000	3.3773
401.0000	3.2361
401.1000	3.0821
401.2000	2.9159
401.3000	2.7382
401.4000	2.5497
401.5000	2.3511
401.6000	2.1433
401.7000	1.9270
401.8000	1.7031
401.9000	1.4725
402.0000	1.2361
402.1000	0.9948
402.2000	0.7495
402.3000	0.5013
402.4000	0.2512
402.5000	0.0000
402.6000	-0.2512
402.7000	-0.5013
402.8000	-0.7495
402.9000	-0.9948
403.0000	-1.2361
403.1000	-1.4725
403.2000	-1.7031
403.3000	-1.9270
403.4000	-2.1433
403.5000	-2.3511
403.6000	-2.5497
403.7000	-2.7382
403.8000	-2.9159
403.9000	-3.0821
404.0000	-3.2361
404.1000	-3.3773
404.2000	-3.5052
404.3000	-3.6193
404.4000	-3.7191
404.5000	-3.8042
404.6000	-3.8743
404.7000	-3.9291
404.8000	-3.9685
404.9000	-3.9921
405.0000	-4.0000
405.1000	-3.9921
405.2000	-3.9685
405.3000	-3.9291
405.4000	-3.8743
405.5000	-3.8042
405.6000	-3.7191
405.7000	-3.6193
405.8000	-3.5052
405.9000	-3.3773
406.0000	-3.2361
406.1000	-3.0821
406.2000	-2.9159
406.3000	-2.7382
406.4000	-2.5497
406.5000	-2.3511
406.6000	-2.1433
406.7000	-1.9270
406.8000	-1.7031
406.9000	-1.4725
407.0000	-1.2361
407.1000	-0.9948
407.2000	-0.7495
407.3000	-0.5013
407.4000	-0.2512
407.5000	-0.0000
407.6000	0.2512
407.7000	0.5013
407.8000	0.7495
407.9000	0.9948
408.0000	1.2361
408.1000	1.4725
408.2000	1.7031
408.3000	1.9270
408.4000	2.1433
408.5000	2.3511
408.6000	2.5497
408.7000	2.7382
408.8000	2.9159
408.9000	3.0821
409.0000	3.2361
409.1000	3.3773
409.2000	3.5052
409.3000	3.6193
409.4000	3.7191
409.5000	3.8042
409.6000	3.8743
409.7000	3.9291
409.8000	3.9685
409.9000	3.9921
410.0000	4.0000
410.1000	3.9921
410.2000	3.9685
410.3000	3.9291
410.4000	3.8743
410.5000	3.8042
410.6000	3.7191
410.7000	3.6193
410.8000	3.5052
410.9000	3.3773
411.0000	3.2361
411.1000	3.0821
411.2000	2.9159
411.3000	2.7382
411.4000	2.5497
411.5000	2.3511
411.6000	2.1433
411.7000	1.9270
411.8000	1.7031
411.9000	1.4725
412.0000	1.2361
412.1000	0.9948
412.2000	0.7495
412.3000	0.5013
412.4000	0.2512
412.5000	0.0000
412.6000	-0.2512
412.7000	-0.5013
412.8000	-0.7495
412.9000	-0.9948
413.0000	-1.2361
413.1000	-1.4725
413.2000	-1.7031
413.3000	-1.9270
413.4000	-2.1433
413.5000	-2.3511
413.6000	-2.5497
413.7000	-2.7382
413.8000	-2.9159
413.9000	-3.0821
414.0000	-3.2361
414.1000	-3.3773
414.2000	-3.5052
414.3000	-3.6193
414.4000	-3.7191
414.5000	-3.8042
414.6000	-3.8743
414.7000	-3.9291
414.8000	-3.9685
414.9000	-3.9921
415.0000	-4.0000
415.1000	-3.9921
415.2000	-3.9685
415.3000	-3.9291
415.4000	-3.8743
415.5000	-3.8042
415.6000	-3.7191
415.7000	-3.6193
415.8000	-3.5052
415.9000	-3.3773
416.0000	-3.2361
416.1000	-3.0821
416.2000	-2.9159
416.3000	-2.7382
416.4000	-2.5497
416.5000	-2.3511
416.6000	-2.1433
416.7000	-1.9270
416.8000	-1.7031
416.9000	-1.4725
417.0000	-1.2361
417.1000	-0.9948
417.2000	-0.7495
417.3000	-0.5013
417.4000	-0.2512
417.5000	0.0000
417.6000	0.2512
417.7000	0.5013
417.8000	0.7495
417.9000	0.9948
418.0000	1.2361
418.1000	1.4725
418.2000	1.7031
418.3000	1.9270
418.4000	2.1433
418.5000	2.3511
418.6000	2.5497
418.7000	2.7382
418.8000	2.9159
418.9000	3.0821
419.0000	3.2361
419.1000	3.3773
419.2000	3.5052
419.3000	3.6193
419.4000	3.7191
419.5000	3.8042
419.6000	3.8743
419.7000	3.9291
419.8000	3.9685
419.9000	3.9921
420.0000	4.0000
420.1000	3.9921
420.2000	3.9685
420.3000	3.9291
420.4000	3.8743
420.5000	3.8042
420.6000	3.7191
420.7000	3.6193
420.8000	3.5052
420.9000	3.3773
421.0000	3.2361
421.1000	3.0821
421.2000	2.9159
421.3000	2.7382
421.4000	2.5497
421.5000	2.3511
421.6000	2.1433
421.7000	1.9270
421.8000	1.7031
421.9000	1.4725
422.0000	1.2361
422.1000	0.9948
422.2000	0.7495
422.3000	0.5013
422.4000	0.2512
422.5000	0.0000
422.6000	-0.2512
422.7000	-0.5013
422.8000	-0.7495
422.9000	-0.9948
423.0000	-1.2361
423.1000	-1.4725
423.2000	-1.7031
423.3000	-1.9270
423.4000	-2.1433
423.5000	-2.3511
423.6000	-2.5497
423.7000	-2.7382
423.8000	-2.9159
423.9000	-3.0821
424.0000	-3.2361
424.1000	-3.3773
424.2000	-3.5052
424.3000	-3.6193
424.4000	-3.7191
424.5000	-3.8042
424.6000	-3.8743
424.7000	-3.9291
424.8000	-3.9685
424.9000	-3.9921
425.0000	-4.0000
425.1000	-3.9921
425.2000	-3.9685
425.3000	-3.9291
425.4000	-3.8743
425.5000	-3.8042
425.6000	-3.7191
425.7000	-3.6193
425.8000	-3.5052
425.9000	-3.3773
426.0000	-3.2361
426.1000	-3.0821
426.2000	-2.9159
426.3000	-2.7382
426.4000	-2.5497
426.5000	-2.3511
426.6000	-2.1433
426.7000	-1.9270
426.8000	-1.7031
426.9000	-1.4725
427.0000	-1.2361
427.1000	-0.9948
427.2000	-0.7495
427.3000	-0.5013
427.4000	-0.2512
427.5000	-0.0000
427.6000	0.2512
427.7000	0.5013
427.8000	0.7495
427.9000	0.9948
428.0000	1.2361
428.1000	1.4725
428.2000	1.7031
428.3000	1.9270
428.4000	2.1433
428.5000	2.3511
428.6000	2.5497
428.7000	2.7382
428.8000	2.9159
428.9000	3.0821
429.0000	3.2361
429.1000	3.3773
429.2000	3.5052
429.3000	3.6193
429.4000	3.7191
429.5000	3.8042
429.6000	3.8743
429.7000	3.9291
429.8000	3.9685
429.9000	3.9921
430.0000	4.0000
430.1000	3.9921
430.2000	3.9685
430.3000	3.9291
430.4000	3.8743
430.5000	3.8042
430.6000	3.7191
430.7000	3.6193
430.8000	3.5052
430.9000	3.3773
431.0000	3.2361
431.1000	3.0821
431.2000	2.9159
431.3000	2.7382
431.4000	2.5497
431.5000	2.3511
431.6000	2.1433
431.7000	1.9270
431.8000	1.7031
431.9000	1.4725
432.0000	1.2361
432.1000	0.9948
432.2000	0.7495
432.3000	0.5013
432.4000	0.2512
432.5000	0.0000
432.6000	-0.2512
432.7000	-0.5013
432.8000	-0.7495
432.9000	-0.9948
433.0000	-1.2361
433.1000	-1.4725
433.2000	-1.7031
433.3000	-1.9270
433.4000	-2.1433
433.5000	-2.3511
433.6000	-2.5497
433.7000	-2.7382
433.8000	-2.9159
433.9000	-3.0821
434.0000	-3.2361
434.1000	-3.3773
434.2000	-3.5052
434.3000	-3.6193
434.4000	-3.7191
434.5000	-3.8042
434.6000	-3.8743
434.7000	-3.9291
434.8000	-3.9685
434.9000	-3.9921
435.0000	-4.0000
435.1000	-3.9921
435.2000	-3.9685
435.3000	-3.9291
435.4000	-3.8743
435.5000	-3.8042
435.6000	-3.7191
435.7000	-3.6193
435.8000	-3.5052
435.9000	-3.3773
436.0000	-3.2361
436.1000	-3.0821
436.2000	-2.9159
436.3000	-2.7382
436.4000	-2.5497
436.5000	-2.3511
436.6000	-2.1433
436.7000	-1.9270
436.8000	-1.7031
436.9000	-1.4725
437.0000	-1.2361
437.1000	-0.9948
437.2000	-0.7495
437.3000	-0.5013
437.4000	-0.2512
437.5000	-0.0000
437.6000	0.2512
437.7000	0.5013
437.8000	0.7495
437.9000	0.9948
438.0000	1.2361
438.1000	1.4725
438.2000	1.7031
438.3000	1.9270
438.4000	2.1433
438.5000	2.3511
438.6000	2.5497
438.7000	2.7382
438.8000	2.9159
438.9000	3.0821
439.0000	3.2361
439.1000	3.3773
439.2000	3.5052
439.3000	3.6193
439.4000	3.7191
439.5000	3.8042
439.6000	3.8743
439.7000	3.9291
439.8000	3.9685
439.9000	3.9921
440.0000	4.0000
440.1000	3.9921
440.2000	3.9685
440.3000	3.9291
440.4000	3.8743
440.5000	3.8042
440.6000	3.7191
440.7000	3.6193
440.8000	3.5052
440.9000	3.3773
441.0000	3.2361
441.1000	3.0821
441.2000	2.9159
441.3000	2.7382
441.4000	2.5497
441.5000	2.3511
441.6000	2.1433
441.7000	1.9270
441.8000	1.7031
441.9000	1.4725
442.0000	1.2361
442.1000	0.9948
442.2000	0.7495
442.3000	0.5013
442.4000	0.2512
442.5000	-0.0000
442.6000	-0.2512
442.7000	-0.5013
442.8000	-0.7495
442.9000	-0.9948
443.0000	-1.2361
443.1000	-1.4725
443.2000	-1.7031
443.3000	-1.9270
443.4000	-2.1433
443.5000	-2.3511
443.6000	-2.5497
443.7000	-2.7382
443.8000	-2.9159
443.9000	-3.0821
444.0000	-3.2361
444.1000	-3.3773
444.2000	-3.5052
444.3000	-3.6193
444.4000	-3.7191
444.5000	-3.8042
444.6000	-3.8743
444.7000	-3.9291
444.8000	-3.9685
444.9000	-3.9921
445.0000	-4.0000
445.1000	-3.9921
445.2000	-3.9685
445.3000	-3.9291
445.4000	-3.8743
445.5000	-3.8042
445.6000	-3.7191
445.7000	-3.6193
445.8000	-3.5052
445.9000	-3.3773
446.0000	-3.2361
446.1000	-3.0821
446.2000	-2.9159
446.3000	-2.7382
446.4000	-2.5497
446.5000	-2.3511
446.6000	-2.1433
446.7000	-1.9270
446.8000	-1.7031
446.9000	-1.4725
447.0000	-1.2361
447.1000	-0.9948
447.2000	-0.7495
447.3000	-0.5013
447.4000	-0.2512
447.5000	0.0000
447.6000	0.2512
447.7000	0.5013
447.8000	0.7495
447.9000	0.9948
448.0000	1.2361
448.1000	1.4725
448.2000	1.7031
448.3000	1.9270
448.4000	2.1433
448.5000	2.3511
448.6000	2.5497
448.7000	2.7382
448.8000	2.9159
448.9000	3.0821
449.0000	3.2361
449.1000	3.3773
449.2000	3.5052
449.3000	3.6193
449.4000	3.7191
449.5000	3.8042
449.6000	3.8743
449.7000	3.9291
449.8000	3.9685
449.9000	3.9921
450.0000	4.0000
450.1000	3.9921
450.2000	3.9685
450.3000	3.9291
450.4000	3.8743
450.5000	3.8042
450.6000	3.7191
450.7000	3.6193
450.8000	3.5052
450.9000	3.3773
451.0000	3.2361
451.1000	3.0821
451.2000	2.9159
451.3000	2.7382
451.4000	2.5497
451.5000	2.3511
451.6000	2.1433
451.7000	1.9270
451.8000	1.7031
451.9000	1.4725
452.0000	1.2361
452.1000	0.9948
452.2000	0.7495
452.3000	0.5013
452.4000	0.2512
452.5000	0.0000
452.6000	-0.2512
452.7000	-0.5013
452.8000	-0.7495
452.9000	-0.9948
453.0000	-1.2361
453.1000	-1.4725
453.2000	-1.7031
453.3000	-1.9270
453.4000	-2.1433
453.5000	-2.3511
453.6000	-2.5497
453.7000	-2.7382
453.8000	-2.9159
453.9000	-3.0821
454.0000	-3.2361
454.1000	-3.3773
454.2000	-3.5052
454.3000	-3.6193
454.4000	-3.7191
454.5000	-3.8042
454.6000	-3.8743
454.7000	-3.9291
454.8000	-3.9685
454.9000	-3.9921
455.0000	-4.0000
455.1000	-3.9921
455.2000	-3.9685
455.3000	-3.9291
455.4000	-3.8743
455.5000	-3.8042
455.6000	-3.7191
455.7000	-3.6193
455.8000	-3.5052
455.9000	-3.3773
456.0000	-3.2361
456.1000	-3.0821
456.2000	-2.9159
456.3000	-2.7382
456.4000	-2.5497
456.5000	-2.3511
456.6000	-2.1433
456.7000	-1.9270
456.8000	-1.7031
456.9000	-1.4725
457.0000	-1.2361
457.1000	-0.9948
457.2000	-0.7495
457.3000	-0.5013
457.4000	-0.2512
457.5000	-0.0000
457.6000	0.2512
457.7000	0.5013
457.8000	0.7495
457.9000	0.9948
458.0000	1.2361
458.1000	1.4725
458.2000	1.7031
458.3000	1.9270
458.4000	2.1433
458.5000	2.3511
458.6000	2.5497
458.7000	2.7382
458.8000	2.9159
458.9000	3.0821
459.0000	3.2361
459.1000	3.3773
459.2000	3.5052
459.3000	3.6193
459.4000	3.7191
459.5000	3.8042
459.6000	3.8743
459.7000	3.9291
459.8000	3.9685
459.9000	3.9921
460.0000	4.0000
460.1000	3.9921
460.2000	3.9685
460.3000	3.9291
460.4000	3.8743
460.5000	3.8042
460.6000	3.7191
460.7000	3.6193
460.8000	3.5052
460.9000	3.3773
461.0000	3.2361
461.1000	3.0821
461.2000	2.9159
461.3000	2.7382
461.4000	2.5497
461.5000	2.3511
461.6000	2.1433
461.7000	1.9270
461.8000	1.7031
461.9000	1.4725
462.0000	1.2361
462.1000	0.9948
462.2000	0.7495
462.3000	0.5013
462.4000	0.2512
462.5000	0.0000
462.6000	-0.2512
462.7000	-0.5013
462.8000	-0.7495
462.9000	-0.9948
463.0000	-1.2361
463.1000	-1.4725
463.2000	-1.7031
463.3000	-1.9270
463.4000	-2.1433
463.5000	-2.3511
463.6000	-2.5497
463.7000	-2.7382
463.8000	-2.9159
463.9000	-3.0821
464.0000	-3.2361
464.1000	-3.3773
464.2000	-3.5052
464.3000	-3.6193
464.4000	-3.7191
464.5000	-3.8042
464.6000	-3.8743
464.7000	-3.9291
464.8000	-3.9685
464.9000	-3.9921
465.0000	-4.0000
465.1000	-3.9921
465.2000	-3.9685
465.3000	-3.9291
465.4000	-3.8743
465.5000	-3.8042
465.6000	-3.7191
465.7000	-3.6193
465.8000	-3.5052
465.9000	-3.3773
466.0000	-3.2361
466.1000	-3.0821
466.2000	-2.9159
466.3000	-2.7382
466.4000	-2.5497
466.5000	-2.3511
466.6000	-2.1433
466.7000	-1.9270
466.8000	-1.7031
466.9000	-1.4725
467.0000	-1.2361
467.1000	-0.9948
467.2000	-0.7495
467.3000	-0.5013
467.4000	-0.2512
467.5000	0.0000
467.6000	0.2512
467.7000	0.5013
467.8000	0.7495
467.9000	0.9948
468.0000	1.2361
468.1000	1.4725
468.2000	1.7031
468.3000	1.9270
468.4000	2.1433
468.5000	2.3511
468.6000	2.5497
468.7000	2.7382
468.8000	2.9159
468.9000	3.0821
469.0000	3.2361
469.1000	3.3773
469.2000	3.5052
469.3000	3.6193
469.4000	3.7191
469.5000	3.8042
469.6000	3.8743
469.7000	3.9291
469.8000	3.9685
469.9000	3.9921
470.0000	4.0000
470.1000	3.9921
470.2000	3.9685
470.3000	3.9291
470.4000	3.8743
470.5000	3.8042
470.6000	3.7191
470.7000	3.6193
470.8000	3.5052
470.9000	3.3773
471.0000	3.2361
471.1000	3.0821
471.2000	2.9159
471.3000	2.7382
471.4000	2.5497
471.5000	2.3511
471.6000	2.1433
471.7000	1.9270
471.8000	1.7031
471.9000	1.4725
472.0000	1.2361
472.1000	0.9948
472.2000	0.7495
472.3000	0.5013
472.4000	0.2512
472.5000	-0.0000
472.6000	-0.2512
472.7000	-0.5013
472.8000	-0.7495
472.9000	-0.9948
473.0000	-1.2361
473.1000	-1.4725
473.2000	-1.7031
473.3000	-1.9270
473.4000	-2.1433
473.5000	-2.3511
473.6000	-2.5497
473.7000	-2.7382
473.8000	-2.9159
473.9000	-3.0821
474.0000	-3.2361
474.1000	-3.3773
474.2000	-3.5052
474.3000	-3.6193
474.4000	-3.7191
474.5000	-3.8042
474.6000	-3.8743
474.7000	-3.9291
474.8000	-3.9685
474.9000	-3.9921
475.0000	-4.0000
475.1000	-3.9921
475.2000	-3.9685
475.3000	-3.9291
475.4000	-3.8743
475.5000	-3.8042
475.6000	-3.7191
475.7000	-3.6193
475.8000	-3.5052
475.9000	-3.3773
476.0000	-3.2361
476.1000	-3.0821
476.2000	-2.9159
476.3000	-2.7382
476.4000	-2.5497
476.5000	-2.3511
476.6000	-2.1433
476.7000	-1.9270
476.8000	-1.7031
476.9000	-1.4725
477.0000	-1.2361
477.1000	-0.9948
477.2000	-0.7495
477.3000	-0.5013
477.4000	-0.2512
477.5000	-0.0000
477.6000	0.2512
477.7000	0.5013
477.8000	0.7495
477.9000	0.9948
