Time(s)	Fx(N)	Fy(N)	Fz(N)
0.00	-1117.24	0.00	-1109.28
0.10	-1282.24	0.00	-1046.18
0.20	-1438.91	0.00	-978.84
0.30	-1586.49	0.00	-907.54
0.40	-1724.24	0.00	-832.60
0.50	-1851.51	0.00	-754.36
0.60	-1967.66	0.00	-673.18
0.70	-2072.14	0.00	-589.42
0.80	-2164.43	0.00	-503.50
0.90	-2244.13	0.00	-415.82
1.00	-2310.85	0.00	-326.80
1.10	-2364.34	0.00	-236.88
1.20	-2404.37	0.00	-146.51
1.30	-2430.85	0.00	-56.13
1.40	-2443.72	0.00	33.82
1.50	-2443.03	0.00	122.90
1.60	-2428.91	0.00	210.66
1.70	-2401.57	0.00	296.68
1.80	-2361.29	0.00	380.54
1.90	-2309.16	0.00	461.86
2.00	-2246.32	0.00	540.23
2.10	-2173.12	0.00	615.31
2.20	-2089.97	0.00	686.76
2.30	-1997.34	0.00	754.27
2.40	-1895.71	0.00	817.55
2.50	-1785.59	0.00	876.34
2.60	-1667.54	0.00	930.42
2.70	-1542.15	0.00	979.58
2.80	-1410.03	0.00	1023.67
2.90	-1271.82	0.00	1062.54
3.00	-1128.17	0.00	1096.07
3.10	-979.79	0.00	1124.21
3.20	-827.36	0.00	1146.88
3.30	-671.60	0.00	1164.08
3.40	-513.24	0.00	1175.80
3.50	-353.03	0.00	1182.08
3.60	-191.71	0.00	1182.96
3.70	-30.03	0.00	1178.51
3.80	131.26	0.00	1168.83
3.90	291.40	0.00	1154.03
4.00	449.65	0.00	1134.23
4.10	605.27	0.00	1109.58
4.20	757.53	0.00	1080.22
4.30	905.70	0.00	1046.33
4.40	1049.10	0.00	1008.07
4.50	1187.03	0.00	965.63
4.60	1318.84	0.00	919.19
4.70	1443.89	0.00	868.96
4.80	1561.56	0.00	815.12
4.90	1671.28	0.00	757.90
5.00	1772.48	0.00	697.49
5.10	1864.66	0.00	634.12
5.20	1947.33	0.00	568.00
5.30	2020.04	0.00	499.35
5.40	2082.40	0.00	428.41
5.50	2134.03	0.00	355.39
5.60	2174.64	0.00	280.55
5.70	2204.11	0.00	204.13
5.80	2223.23	0.00	126.37
5.90	2232.01	0.00	47.52
6.00	2230.33	0.00	-32.14
6.10	2218.10	0.00	-112.35
6.20	2195.26	0.00	-192.84
6.30	2161.75	0.00	-273.30
6.40	2117.58	0.00	-353.47
6.50	2062.76	0.00	-433.02
6.60	1997.35	0.00	-511.66
6.70	1921.43	0.00	-589.07
6.80	1835.15	0.00	-664.94
6.90	1738.66	0.00	-738.93
7.00	1632.17	0.00	-810.71
7.10	1515.94	0.00	-879.97
7.20	1390.27	0.00	-946.35
7.30	1255.51	0.00	-1009.54
7.40	1112.06	0.00	-1069.21
7.50	960.36	0.00	-1125.02
7.60	800.94	0.00	-1176.67
7.70	634.34	0.00	-1223.84
7.80	461.18	0.00	-1266.25
7.90	282.12	0.00	-1303.60
8.00	97.88	0.00	-1335.63
8.10	-90.76	0.00	-1362.10
8.20	-282.99	0.00	-1382.77
8.30	-477.93	0.00	-1397.43
8.40	-674.67	0.00	-1405.91
8.50	-872.27	0.00	-1408.06
8.60	-1069.72	0.00	-1403.74
8.70	-1266.01	0.00	-1392.85
8.80	-1460.09	0.00	-1375.33
8.90	-1650.90	0.00	-1351.15
9.00	-1837.35	0.00	-1320.28
9.10	-2018.37	0.00	-1282.78
9.20	-2192.86	0.00	-1238.68
9.30	-2359.76	0.00	-1188.09
9.40	-2517.99	0.00	-1131.14
9.50	-2666.54	0.00	-1067.97
9.60	-2804.39	0.00	-998.78
9.70	-2930.58	0.00	-923.78
9.80	-3044.20	0.00	-843.23
9.90	-3144.39	0.00	-757.40
10.00	-3230.34	0.00	-666.60
10.10	-3302.47	0.00	-571.14
10.20	-3361.99	0.00	-471.40
10.30	-3408.48	0.00	-367.73
10.40	-3441.54	0.00	-260.54
10.50	-3460.78	0.00	-150.23
10.60	-3465.88	0.00	-37.26
10.70	-3456.54	0.00	77.95
10.80	-3432.49	0.00	194.92
10.90	-3393.49	0.00	313.18
11.00	-3339.37	0.00	432.23
11.10	-3269.98	0.00	551.59
11.20	-3185.22	0.00	670.74
11.30	-3085.02	0.00	789.16
11.40	-2969.40	0.00	906.35
11.50	-2838.39	0.00	1021.76
11.60	-2692.11	0.00	1134.87
11.70	-2530.72	0.00	1245.14
11.80	-2354.46	0.00	1352.05
11.90	-2163.63	0.00	1455.04
12.00	-1958.62	0.00	1553.60
12.10	-1739.88	0.00	1647.19
12.20	-1507.96	0.00	1735.28
12.30	-1263.48	0.00	1817.35
12.40	-1007.16	0.00	1892.89
12.50	-739.82	0.00	1961.40
12.60	-462.35	0.00	2022.39
12.70	-175.77	0.00	2075.39
12.80	118.82	0.00	2119.93
12.90	420.23	0.00	2155.58
13.00	727.15	0.00	2181.94
13.10	1038.18	0.00	2198.61
13.20	1351.86	0.00	2205.24
13.30	1666.59	0.00	2201.51
13.40	1980.74	0.00	2187.15
13.50	2292.57	0.00	2161.90
13.60	2600.30	0.00	2125.58
13.70	2902.08	0.00	2078.04
13.80	3196.03	0.00	2019.18
13.90	3480.22	0.00	1948.98
14.00	3752.73	0.00	1867.46
14.10	4011.63	0.00	1774.71
14.20	4255.01	0.00	1670.88
14.30	4480.98	0.00	1556.20
14.40	4687.71	0.00	1430.96
14.50	4873.45	0.00	1295.54
14.60	5036.54	0.00	1150.38
14.70	5175.40	0.00	996.00
14.80	5288.59	0.00	832.99
14.90	5376.72	0.00	662.03
15.00	5444.36	0.00	483.85
15.10	5491.12	0.00	299.27
15.20	5516.34	0.00	109.18
15.30	5519.36	0.00	-85.48
15.40	5499.60	0.00	-283.70
15.50	5456.53	0.00	-484.42
15.60	5389.67	0.00	-686.53
15.70	5298.64	0.00	-888.87
15.80	5183.12	0.00	-1090.24
15.90	5042.89	0.00	-1289.44
16.00	4877.83	0.00	-1485.22
16.10	4687.95	0.00	-1676.33
16.20	4473.36	0.00	-1861.52
16.30	4234.32	0.00	-2039.55
16.40	3971.23	0.00	-2209.20
16.50	3684.65	0.00	-2369.27
16.60	3375.31	0.00	-2518.61
16.70	3044.11	0.00	-2656.11
16.80	2692.13	0.00	-2780.71
16.90	2320.63	0.00	-2891.45
17.00	1931.08	0.00	-2987.41
17.10	1525.12	0.00	-3067.78
17.20	1104.59	0.00	-3131.84
17.30	671.50	0.00	-3178.96
17.40	228.07	0.00	-3208.64
17.50	-223.36	0.00	-3220.47
17.60	-680.26	0.00	-3214.18
17.70	-1139.96	0.00	-3189.62
17.80	-1599.70	0.00	-3146.75
17.90	-2056.60	0.00	-3085.68
18.00	-2507.71	0.00	-3006.64
18.10	-2950.03	0.00	-2909.98
18.20	-3380.56	0.00	-2796.18
18.30	-3796.28	0.00	-2665.87
18.40	-4194.24	0.00	-2519.75
18.50	-4571.54	0.00	-2358.68
18.60	-4925.41	0.00	-2183.61
18.70	-5253.19	0.00	-1995.60
18.80	-5552.40	0.00	-1795.78
18.90	-5820.77	0.00	-1585.40
19.00	-6056.23	0.00	-1365.76
19.10	-6256.96	0.00	-1138.24
19.20	-6421.42	0.00	-904.26
19.30	-6548.35	0.00	-665.29
19.40	-6636.80	0.00	-422.85
19.50	-6686.12	0.00	-178.44
19.60	-6696.52	0.00	66.40
19.70	-6676.64	0.00	310.14
19.80	-6629.69	0.00	551.28
19.90	-6555.88	0.00	788.33
20.00	-6455.53	0.00	1019.86
20.10	-6329.02	0.00	1244.47
20.20	-6176.82	0.00	1460.83
20.30	-5999.50	0.00	1667.67
20.40	-5797.70	0.00	1863.81
20.50	-5572.17	0.00	2048.16
20.60	-5323.74	0.00	2219.71
20.70	-5053.37	0.00	2377.56
20.80	-4762.09	0.00	2520.90
20.90	-4451.08	0.00	2649.04
21.00	-4121.58	0.00	2761.42
21.10	-3774.98	0.00	2857.57
21.20	-3412.75	0.00	2937.13
21.30	-3036.50	0.00	2999.89
21.40	-2647.90	0.00	3045.72
21.50	-2248.76	0.00	3074.62
21.60	-1840.94	0.00	3086.71
