Time(s)	Fx(N)	Fy(N)	Fz(N)
0.00	-799.60	0.00	-20.49
0.10	-817.96	0.00	-14.22
0.20	-831.55	0.00	-7.95
0.30	-840.34	0.00	-1.71
0.40	-844.30	0.00	4.48
0.50	-843.47	0.00	10.59
0.60	-837.89	0.00	16.60
0.70	-827.64	0.00	22.48
0.80	-812.84	0.00	28.21
0.90	-794.10	0.00	33.77
1.00	-771.68	0.00	39.14
1.10	-745.68	0.00	44.30
1.20	-716.22	0.00	49.22
1.30	-683.43	0.00	53.90
1.40	-647.45	0.00	58.31
1.50	-608.44	0.00	62.45
1.60	-566.54	0.00	66.28
1.70	-521.95	0.00	69.81
1.80	-474.84	0.00	73.02
1.90	-425.41	0.00	75.91
2.00	-373.86	0.00	78.45
2.10	-320.42	0.00	80.64
2.20	-265.32	0.00	82.47
2.30	-208.80	0.00	83.94
2.40	-151.11	0.00	85.04
2.50	-92.50	0.00	85.78
2.60	-33.26	0.00	86.13
2.70	26.34	0.00	86.11
2.80	86.02	0.00	85.71
2.90	145.48	0.00	84.93
3.00	204.43	0.00	83.78
3.10	262.56	0.00	82.25
3.20	319.57	0.00	80.36
3.30	375.15	0.00	78.10
3.40	429.01	0.00	75.49
3.50	480.85	0.00	72.53
3.60	530.36	0.00	69.23
3.70	577.26	0.00	65.60
3.80	621.27	0.00	61.65
3.90	662.12	0.00	57.40
4.00	699.55	0.00	52.86
4.10	733.32	0.00	48.05
4.20	763.22	0.00	42.98
4.30	789.01	0.00	37.68
4.40	810.53	0.00	32.16
4.50	827.64	0.00	26.44
4.60	840.69	0.00	20.54
4.70	849.77	0.00	14.49
4.80	854.80	0.00	8.31
4.90	855.71	0.00	2.03
5.00	852.45	0.00	-4.34
5.10	844.98	0.00	-10.75
5.20	833.26	0.00	-17.19
5.30	817.29	0.00	-23.64
5.40	797.04	0.00	-30.05
5.50	772.54	0.00	-36.41
5.60	743.80	0.00	-42.68
5.70	710.88	0.00	-48.84
5.80	673.81	0.00	-54.86
5.90	632.68	0.00	-60.71
6.00	587.58	0.00	-66.37
6.10	538.62	0.00	-71.80
