Time(s)	Elevation(m)
266.2000	-1.1411
266.3000	-0.9831
266.4000	-0.8181
266.5000	-0.6490
266.6000	-0.4786
266.7000	-0.3092
266.8000	-0.1424
266.9000	0.0208
267.0000	0.1800
267.1000	0.3353
267.2000	0.4876
267.3000	0.6379
267.4000	0.7871
267.5000	0.9365
267.6000	1.0866
267.7000	1.2378
267.8000	1.3899
267.9000	1.5420
268.0000	1.6929
268.1000	1.8406
268.2000	1.9829
268.3000	2.1174
268.4000	2.2416
268.5000	2.3531
268.6000	2.4502
268.7000	2.5315
268.8000	2.5961
268.9000	2.6443
269.0000	2.6766
269.1000	2.6945
269.2000	2.6999
269.3000	2.6951
269.4000	2.6827
269.5000	2.6651
269.6000	2.6446
269.7000	2.6229
269.8000	2.6012
269.9000	2.5803
270.0000	2.5598
270.1000	2.5390
270.2000	2.5164
270.3000	2.4901
270.4000	2.4579
270.5000	2.4176
270.6000	2.3671
270.7000	2.3045
270.8000	2.2285
270.9000	2.1386
271.0000	2.0347
271.1000	1.9177
271.2000	1.7890
271.3000	1.6506
271.4000	1.5050
271.5000	1.3549
271.6000	1.2030
271.7000	1.0516
271.8000	0.9029
271.9000	0.7585
272.0000	0.6193
272.1000	0.4853
272.2000	0.3560
272.3000	0.2303
272.4000	0.1063
272.5000	-0.0179
272.6000	-0.1446
272.7000	-0.2761
272.8000	-0.4142
272.9000	-0.5606
273.0000	-0.7161
273.1000	-0.8810
273.2000	-1.0546
273.3000	-1.2357
273.4000	-1.4223
273.5000	-1.6118
273.6000	-1.8010
273.7000	-1.9869
273.8000	-2.1659
273.9000	-2.3347
274.0000	-2.4906
274.1000	-2.6309
274.2000	-2.7537
274.3000	-2.8576
274.4000	-2.9420
274.5000	-3.0069
274.6000	-3.0525
274.7000	-3.0800
274.8000	-3.0905
274.9000	-3.0855
275.0000	-3.0666
275.1000	-3.0351
275.2000	-2.9924
275.3000	-2.9396
275.4000	-2.8776
275.5000	-2.8070
275.6000	-2.7282
275.7000	-2.6413
275.8000	-2.5464
275.9000	-2.4436
276.0000	-2.3329
276.1000	-2.2145
276.2000	-2.0888
276.3000	-1.9563
276.4000	-1.8179
276.5000	-1.6744
276.6000	-1.5272
276.7000	-1.3776
276.8000	-1.2269
276.9000	-1.0765
277.0000	-0.9277
277.1000	-0.7818
277.2000	-0.6395
277.3000	-0.5017
277.4000	-0.3687
277.5000	-0.2407
277.6000	-0.1176
277.7000	0.0009
277.8000	0.1153
277.9000	0.2263
278.0000	0.3344
278.1000	0.4403
278.2000	0.5445
278.3000	0.6475
278.4000	0.7495
278.5000	0.8508
278.6000	0.9513
278.7000	1.0507
278.8000	1.1487
278.9000	1.2450
279.0000	1.3389
279.1000	1.4301
279.2000	1.5179
279.3000	1.6020
279.4000	1.6819
279.5000	1.7572
279.6000	1.8278
279.7000	1.8934
279.8000	1.9541
279.9000	2.0097
280.0000	2.0605
280.1000	2.1065
280.2000	2.1480
280.3000	2.1850
280.4000	2.2179
280.5000	2.2469
280.6000	2.2723
280.7000	2.2943
280.8000	2.3131
280.9000	2.3290
281.0000	2.3421
281.1000	2.3525
281.2000	2.3603
281.3000	2.3653
281.4000	2.3672
281.5000	2.3658
281.6000	2.3603
281.7000	2.3501
281.8000	2.3341
281.9000	2.3113
282.0000	2.2803
282.1000	2.2398
282.2000	2.1884
282.3000	2.1247
282.4000	2.0474
282.5000	1.9555
282.6000	1.8481
282.7000	1.7245
282.8000	1.5847
282.9000	1.4289
283.0000	1.2576
283.1000	1.0718
283.2000	0.8730
283.3000	0.6628
283.4000	0.4431
283.5000	0.2161
283.6000	-0.0162
283.7000	-0.2515
283.8000	-0.4877
283.9000	-0.7229
284.0000	-0.9553
284.1000	-1.1834
284.2000	-1.4060
284.3000	-1.6219
284.4000	-1.8302
284.5000	-2.0301
284.6000	-2.2210
284.7000	-2.4022
284.8000	-2.5728
284.9000	-2.7321
285.0000	-2.8792
285.1000	-3.0129
285.2000	-3.1321
285.3000	-3.2356
285.4000	-3.3220
285.5000	-3.3901
285.6000	-3.4389
285.7000	-3.4676
285.8000	-3.4754
285.9000	-3.4623
286.0000	-3.4286
286.1000	-3.3748
286.2000	-3.3022
286.3000	-3.2121
286.4000	-3.1065
286.5000	-2.9873
286.6000	-2.8568
286.7000	-2.7170
286.8000	-2.5698
286.9000	-2.4170
287.0000	-2.2599
287.1000	-2.0992
287.2000	-1.9353
287.3000	-1.7680
287.4000	-1.5966
287.5000	-1.4201
287.6000	-1.2372
287.7000	-1.0465
287.8000	-0.8464
287.9000	-0.6358
288.0000	-0.4138
288.1000	-0.1802
288.2000	0.0647
288.3000	0.3200
288.4000	0.5838
288.5000	0.8534
288.6000	1.1257
288.7000	1.3968
288.8000	1.6624
288.9000	1.9180
289.0000	2.1590
289.1000	2.3809
289.2000	2.5796
289.3000	2.7518
289.4000	2.8947
289.5000	3.0062
289.6000	3.0856
289.7000	3.1327
289.8000	3.1485
289.9000	3.1348
290.0000	3.0942
290.1000	3.0297
290.2000	2.9450
290.3000	2.8438
290.4000	2.7300
290.5000	2.6073
290.6000	2.4790
290.7000	2.3480
290.8000	2.2166
290.9000	2.0866
291.0000	1.9590
291.1000	1.8341
291.2000	1.7118
291.3000	1.5914
291.4000	1.4717
291.5000	1.3515
291.6000	1.2291
291.7000	1.1032
291.8000	0.9724
291.9000	0.8356
292.0000	0.6920
292.1000	0.5415
292.2000	0.3841
292.3000	0.2206
292.4000	0.0521
292.5000	-0.1197
292.6000	-0.2929
292.7000	-0.4652
292.8000	-0.6340
292.9000	-0.7967
293.0000	-0.9507
293.1000	-1.0936
293.2000	-1.2230
293.3000	-1.3369
293.4000	-1.4338
293.5000	-1.5125
293.6000	-1.5722
293.7000	-1.6129
293.8000	-1.6348
293.9000	-1.6385
294.0000	-1.6253
294.1000	-1.5966
294.2000	-1.5541
294.3000	-1.4998
294.4000	-1.4355
294.5000	-1.3632
294.6000	-1.2848
294.7000	-1.2020
294.8000	-1.1161
294.9000	-1.0284
295.0000	-0.9398
295.1000	-0.8508
295.2000	-0.7618
295.3000	-0.6730
295.4000	-0.5843
295.5000	-0.4957
295.6000	-0.4071
295.7000	-0.3186
295.8000	-0.2304
295.9000	-0.1430
296.0000	-0.0571
296.1000	0.0261
296.2000	0.1054
296.3000	0.1790
296.4000	0.2451
296.5000	0.3016
296.6000	0.3466
296.7000	0.3781
296.8000	0.3943
296.9000	0.3940
297.0000	0.3761
297.1000	0.3403
297.2000	0.2869
297.3000	0.2166
297.4000	0.1311
297.5000	0.0326
297.6000	-0.0764
297.7000	-0.1925
297.8000	-0.3124
297.9000	-0.4325
298.0000	-0.5490
298.1000	-0.6584
298.2000	-0.7577
298.3000	-0.8440
298.4000	-0.9150
298.5000	-0.9692
298.6000	-1.0056
298.7000	-1.0237
298.8000	-1.0238
298.9000	-1.0067
299.0000	-0.9735
299.1000	-0.9256
299.2000	-0.8647
299.3000	-0.7925
299.4000	-0.7107
299.5000	-0.6207
299.6000	-0.5238
299.7000	-0.4211
299.8000	-0.3133
299.9000	-0.2008
300.0000	-0.0842
300.1000	0.0364
300.2000	0.1609
300.3000	0.2888
300.4000	0.4199
300.5000	0.5533
300.6000	0.6880
300.7000	0.8227
300.8000	0.9556
300.9000	1.0846
301.0000	1.2074
301.1000	1.3214
301.2000	1.4238
301.3000	1.5122
301.4000	1.5840
301.5000	1.6371
301.6000	1.6698
301.7000	1.6809
301.8000	1.6700
301.9000	1.6373
302.0000	1.5835
302.1000	1.5104
302.2000	1.4201
302.3000	1.3152
302.4000	1.1991
302.5000	1.0750
302.6000	0.9465
302.7000	0.8171
302.8000	0.6902
302.9000	0.5687
303.0000	0.4551
303.1000	0.3515
303.2000	0.2592
303.3000	0.1790
303.4000	0.1110
303.5000	0.0547
303.6000	0.0090
303.7000	-0.0274
303.8000	-0.0565
303.9000	-0.0802
304.0000	-0.1008
304.1000	-0.1204
304.2000	-0.1412
304.3000	-0.1649
304.4000	-0.1931
304.5000	-0.2270
304.6000	-0.2674
304.7000	-0.3146
304.8000	-0.3686
304.9000	-0.4289
305.0000	-0.4947
305.1000	-0.5649
305.2000	-0.6380
305.3000	-0.7124
305.4000	-0.7865
305.5000	-0.8584
305.6000	-0.9265
305.7000	-0.9890
305.8000	-1.0445
305.9000	-1.0915
306.0000	-1.1290
306.1000	-1.1561
306.2000	-1.1721
306.3000	-1.1766
306.4000	-1.1695
306.5000	-1.1510
306.6000	-1.1212
306.7000	-1.0807
306.8000	-1.0302
306.9000	-0.9705
307.0000	-0.9026
307.1000	-0.8275
307.2000	-0.7464
307.3000	-0.6605
307.4000	-0.5711
307.5000	-0.4794
307.6000	-0.3868
307.7000	-0.2946
307.8000	-0.2041
307.9000	-0.1167
308.0000	-0.0336
308.1000	0.0441
308.2000	0.1153
308.3000	0.1791
308.4000	0.2349
308.5000	0.2820
308.6000	0.3204
308.7000	0.3500
308.8000	0.3711
308.9000	0.3846
309.0000	0.3912
309.1000	0.3922
309.2000	0.3890
309.3000	0.3833
309.4000	0.3766
309.5000	0.3707
309.6000	0.3673
309.7000	0.3677
309.8000	0.3731
309.9000	0.3844
310.0000	0.4021
310.1000	0.4261
310.2000	0.4562
310.3000	0.4915
310.4000	0.5307
310.5000	0.5723
310.6000	0.6146
310.7000	0.6557
310.8000	0.6936
310.9000	0.7265
311.0000	0.7527
311.1000	0.7709
311.2000	0.7801
311.3000	0.7796
311.4000	0.7693
311.5000	0.7495
311.6000	0.7206
311.7000	0.6835
311.8000	0.6394
311.9000	0.5893
312.0000	0.5345
312.1000	0.4761
312.2000	0.4149
312.3000	0.3518
312.4000	0.2870
312.5000	0.2210
312.6000	0.1536
312.7000	0.0847
312.8000	0.0142
312.9000	-0.0582
313.0000	-0.1322
313.1000	-0.2077
313.2000	-0.2840
313.3000	-0.3601
313.4000	-0.4344
313.5000	-0.5051
313.6000	-0.5698
313.7000	-0.6261
313.8000	-0.6714
313.9000	-0.7030
314.0000	-0.7186
314.1000	-0.7163
314.2000	-0.6947
314.3000	-0.6534
314.4000	-0.5925
314.5000	-0.5133
314.6000	-0.4180
314.7000	-0.3093
314.8000	-0.1912
314.9000	-0.0679
315.0000	0.0559
315.1000	0.1756
315.2000	0.2864
315.3000	0.3842
315.4000	0.4653
315.5000	0.5269
315.6000	0.5673
315.7000	0.5856
315.8000	0.5821
315.9000	0.5579
316.0000	0.5152
316.1000	0.4565
316.2000	0.3851
316.3000	0.3045
316.4000	0.2178
316.5000	0.1284
316.6000	0.0388
316.7000	-0.0490
316.8000	-0.1334
316.9000	-0.2139
317.0000	-0.2905
317.1000	-0.3638
317.2000	-0.4350
317.3000	-0.5052
317.4000	-0.5761
317.5000	-0.6489
317.6000	-0.7245
317.7000	-0.8034
317.8000	-0.8856
317.9000	-0.9703
318.0000	-1.0561
318.1000	-1.1410
318.2000	-1.2225
318.3000	-1.2979
318.4000	-1.3641
318.5000	-1.4182
318.6000	-1.4577
318.7000	-1.4801
318.8000	-1.4840
318.9000	-1.4684
319.0000	-1.4329
319.1000	-1.3781
319.2000	-1.3052
319.3000	-1.2159
319.4000	-1.1124
319.5000	-0.9971
319.6000	-0.8726
319.7000	-0.7414
319.8000	-0.6056
319.9000	-0.4674
320.0000	-0.3280
320.1000	-0.1888
320.2000	-0.0504
320.3000	0.0870
320.4000	0.2232
320.5000	0.3582
320.6000	0.4922
320.7000	0.6251
320.8000	0.7567
320.9000	0.8863
321.0000	1.0131
321.1000	1.1359
321.2000	1.2530
321.3000	1.3628
321.4000	1.4633
321.5000	1.5529
321.6000	1.6298
321.7000	1.6928
321.8000	1.7411
321.9000	1.7746
322.0000	1.7938
322.1000	1.7995
322.2000	1.7936
322.3000	1.7783
322.4000	1.7561
322.5000	1.7297
322.6000	1.7019
322.7000	1.6752
322.8000	1.6519
322.9000	1.6336
323.0000	1.6212
323.1000	1.6149
323.2000	1.6140
323.3000	1.6170
323.4000	1.6220
323.5000	1.6262
323.6000	1.6265
323.7000	1.6195
323.8000	1.6020
323.9000	1.5708
324.0000	1.5232
324.1000	1.4569
324.2000	1.3703
324.3000	1.2626
324.4000	1.1336
324.5000	0.9842
324.6000	0.8155
324.7000	0.6296
324.8000	0.4290
324.9000	0.2164
325.0000	-0.0050
325.1000	-0.2320
325.2000	-0.4613
325.3000	-0.6897
325.4000	-0.9140
325.5000	-1.1313
325.6000	-1.3389
325.7000	-1.5341
325.8000	-1.7146
325.9000	-1.8783
326.0000	-2.0231
326.1000	-2.1474
326.2000	-2.2496
326.3000	-2.3286
326.4000	-2.3836
326.5000	-2.4141
326.6000	-2.4203
326.7000	-2.4027
326.8000	-2.3627
326.9000	-2.3019
327.0000	-2.2229
327.1000	-2.1287
327.2000	-2.0227
327.3000	-1.9090
327.4000	-1.7915
327.5000	-1.6747
327.6000	-1.5627
327.7000	-1.4592
327.8000	-1.3676
327.9000	-1.2908
328.0000	-1.2306
328.1000	-1.1881
328.2000	-1.1633
328.3000	-1.1555
328.4000	-1.1628
328.5000	-1.1828
328.6000	-1.2121
328.7000	-1.2472
328.8000	-1.2838
328.9000	-1.3180
329.0000	-1.3456
329.1000	-1.3629
329.2000	-1.3666
329.3000	-1.3539
329.4000	-1.3228
329.5000	-1.2717
329.6000	-1.2001
329.7000	-1.1080
329.8000	-0.9958
329.9000	-0.8649
330.0000	-0.7168
330.1000	-0.5535
330.2000	-0.3772
330.3000	-0.1902
330.4000	0.0049
330.5000	0.2057
330.6000	0.4098
330.7000	0.6146
330.8000	0.8180
330.9000	1.0177
331.0000	1.2117
331.1000	1.3979
331.2000	1.5745
331.3000	1.7400
331.4000	1.8929
331.5000	2.0320
331.6000	2.1566
331.7000	2.2660
331.8000	2.3601
331.9000	2.4391
332.0000	2.5036
332.1000	2.5545
332.2000	2.5930
332.3000	2.6206
332.4000	2.6389
332.5000	2.6493
332.6000	2.6535
332.7000	2.6526
332.8000	2.6475
332.9000	2.6386
333.0000	2.6259
333.1000	2.6086
333.2000	2.5856
333.3000	2.5551
333.4000	2.5150
333.5000	2.4628
333.6000	2.3961
333.7000	2.3123
333.8000	2.2090
333.9000	2.0845
334.0000	1.9376
334.1000	1.7677
334.2000	1.5751
334.3000	1.3612
334.4000	1.1279
334.5000	0.8784
334.6000	0.6164
334.7000	0.3461
334.8000	0.0722
334.9000	-0.2002
335.0000	-0.4664
335.1000	-0.7216
335.2000	-0.9616
335.3000	-1.1829
335.4000	-1.3825
335.5000	-1.5584
335.6000	-1.7095
335.7000	-1.8353
335.8000	-1.9366
335.9000	-2.0143
336.0000	-2.0703
336.1000	-2.1068
336.2000	-2.1262
336.3000	-2.1312
336.4000	-2.1242
336.5000	-2.1076
336.6000	-2.0835
336.7000	-2.0534
336.8000	-2.0187
336.9000	-1.9803
337.0000	-1.9385
337.1000	-1.8934
337.2000	-1.8449
337.3000	-1.7923
337.4000	-1.7351
337.5000	-1.6727
337.6000	-1.6044
337.7000	-1.5298
337.8000	-1.4486
337.9000	-1.3607
338.0000	-1.2664
338.1000	-1.1662
338.2000	-1.0610
338.3000	-0.9521
338.4000	-0.8409
338.5000	-0.7292
338.6000	-0.6189
338.7000	-0.5122
338.8000	-0.4112
338.9000	-0.3180
339.0000	-0.2348
339.1000	-0.1633
339.2000	-0.1051
339.3000	-0.0615
339.4000	-0.0332
339.5000	-0.0203
339.6000	-0.0225
339.7000	-0.0389
339.8000	-0.0678
339.9000	-0.1071
340.0000	-0.1540
340.1000	-0.2053
340.2000	-0.2575
340.3000	-0.3068
340.4000	-0.3496
340.5000	-0.3820
340.6000	-0.4008
340.7000	-0.4029
340.8000	-0.3862
340.9000	-0.3490
341.0000	-0.2907
341.1000	-0.2113
341.2000	-0.1119
341.3000	0.0055
341.4000	0.1383
341.5000	0.2829
341.6000	0.4357
341.7000	0.5922
341.8000	0.7481
341.9000	0.8992
342.0000	1.0413
342.1000	1.1707
342.2000	1.2845
342.3000	1.3803
342.4000	1.4565
342.5000	1.5122
342.6000	1.5476
342.7000	1.5633
342.8000	1.5608
342.9000	1.5419
343.0000	1.5090
343.1000	1.4647
343.2000	1.4116
343.3000	1.3523
343.4000	1.2893
343.5000	1.2248
343.6000	1.1605
343.7000	1.0979
343.8000	1.0380
343.9000	0.9812
344.0000	0.9276
344.1000	0.8771
344.2000	0.8292
344.3000	0.7830
344.4000	0.7377
344.5000	0.6924
344.6000	0.6461
344.7000	0.5981
344.8000	0.5477
344.9000	0.4945
345.0000	0.4381
345.1000	0.3787
345.2000	0.3163
345.3000	0.2515
345.4000	0.1850
345.5000	0.1174
345.6000	0.0497
345.7000	-0.0171
345.8000	-0.0821
345.9000	-0.1445
346.0000	-0.2034
346.1000	-0.2584
346.2000	-0.3090
346.3000	-0.3552
346.4000	-0.3971
346.5000	-0.4351
346.6000	-0.4698
346.7000	-0.5021
346.8000	-0.5331
346.9000	-0.5637
347.0000	-0.5951
347.1000	-0.6282
347.2000	-0.6638
347.3000	-0.7024
347.4000	-0.7443
347.5000	-0.7892
347.6000	-0.8366
347.7000	-0.8855
347.8000	-0.9344
347.9000	-0.9816
348.0000	-1.0252
348.1000	-1.0632
348.2000	-1.0935
348.3000	-1.1143
348.4000	-1.1240
348.5000	-1.1214
348.6000	-1.1059
348.7000	-1.0774
348.8000	-1.0365
348.9000	-0.9845
349.0000	-0.9231
349.1000	-0.8545
349.2000	-0.7814
349.3000	-0.7063
349.4000	-0.6322
349.5000	-0.5616
349.6000	-0.4965
349.7000	-0.4388
349.8000	-0.3894
349.9000	-0.3487
350.0000	-0.3164
350.1000	-0.2914
350.2000	-0.2721
350.3000	-0.2564
350.4000	-0.2419
350.5000	-0.2260
350.6000	-0.2065
350.7000	-0.1811
350.8000	-0.1481
350.9000	-0.1066
351.0000	-0.0560
351.1000	0.0033
351.2000	0.0705
351.3000	0.1440
351.4000	0.2219
351.5000	0.3018
351.6000	0.3816
351.7000	0.4588
351.8000	0.5315
351.9000	0.5982
352.0000	0.6580
352.1000	0.7104
352.2000	0.7557
352.3000	0.7948
352.4000	0.8289
352.5000	0.8597
352.6000	0.8889
352.7000	0.9181
352.8000	0.9488
352.9000	0.9819
353.0000	1.0178
353.1000	1.0560
353.2000	1.0955
353.3000	1.1345
353.4000	1.1707
353.5000	1.2011
353.6000	1.2228
353.7000	1.2327
353.8000	1.2279
353.9000	1.2061
354.0000	1.1655
354.1000	1.1053
354.2000	1.0257
354.3000	0.9278
354.4000	0.8138
354.5000	0.6866
354.6000	0.5500
354.7000	0.4081
354.8000	0.2656
354.9000	0.1267
355.0000	-0.0044
355.1000	-0.1242
355.2000	-0.2298
355.3000	-0.3194
355.4000	-0.3921
355.5000	-0.4482
355.6000	-0.4886
355.7000	-0.5154
355.8000	-0.5313
355.9000	-0.5393
356.0000	-0.5428
356.1000	-0.5451
356.2000	-0.5492
356.3000	-0.5577
356.4000	-0.5725
356.5000	-0.5949
356.6000	-0.6254
356.7000	-0.6634
356.8000	-0.7080
356.9000	-0.7573
357.0000	-0.8092
357.1000	-0.8611
357.2000	-0.9102
357.3000	-0.9539
357.4000	-0.9895
357.5000	-1.0148
357.6000	-1.0281
357.7000	-1.0279
357.8000	-1.0133
357.9000	-0.9842
358.0000	-0.9407
358.1000	-0.8835
358.2000	-0.8137
358.3000	-0.7329
358.4000	-0.6429
358.5000	-0.5456
358.6000	-0.4434
358.7000	-0.3386
358.8000	-0.2337
358.9000	-0.1312
359.0000	-0.0336
359.1000	0.0567
359.2000	0.1373
359.3000	0.2063
359.4000	0.2618
359.5000	0.3023
359.6000	0.3268
359.7000	0.3348
359.8000	0.3263
359.9000	0.3021
360.0000	0.2634
360.1000	0.2122
360.2000	0.1510
360.3000	0.0828
360.4000	0.0110
360.5000	-0.0608
360.6000	-0.1291
360.7000	-0.1904
360.8000	-0.2417
360.9000	-0.2805
361.0000	-0.3049
361.1000	-0.3140
361.2000	-0.3076
361.3000	-0.2864
361.4000	-0.2521
361.5000	-0.2068
361.6000	-0.1535
361.7000	-0.0954
361.8000	-0.0357
361.9000	0.0222
362.0000	0.0755
362.1000	0.1218
362.2000	0.1597
362.3000	0.1883
362.4000	0.2077
362.5000	0.2190
362.6000	0.2240
362.7000	0.2253
362.8000	0.2258
362.9000	0.2287
363.0000	0.2373
363.1000	0.2546
363.2000	0.2831
363.3000	0.3248
363.4000	0.3807
363.5000	0.4509
363.6000	0.5347
363.7000	0.6304
363.8000	0.7356
363.9000	0.8471
364.0000	0.9613
364.1000	1.0744
364.2000	1.1824
364.3000	1.2816
364.4000	1.3687
364.5000	1.4408
364.6000	1.4956
364.7000	1.5315
364.8000	1.5477
364.9000	1.5440
365.0000	1.5207
365.1000	1.4786
365.2000	1.4189
365.3000	1.3431
365.4000	1.2527
365.5000	1.1491
365.6000	1.0340
365.7000	0.9085
365.8000	0.7739
365.9000	0.6312
366.0000	0.4814
366.1000	0.3252
366.2000	0.1636
366.3000	-0.0025
366.4000	-0.1719
366.5000	-0.3433
366.6000	-0.5153
366.7000	-0.6861
366.8000	-0.8538
366.9000	-1.0162
367.0000	-1.1713
367.1000	-1.3169
367.2000	-1.4510
367.3000	-1.5715
367.4000	-1.6770
367.5000	-1.7661
367.6000	-1.8378
367.7000	-1.8917
367.8000	-1.9276
367.9000	-1.9457
368.0000	-1.9464
368.1000	-1.9307
368.2000	-1.8995
368.3000	-1.8537
368.4000	-1.7947
368.5000	-1.7234
368.6000	-1.6409
368.7000	-1.5483
368.8000	-1.4463
368.9000	-1.3358
369.0000	-1.2176
369.1000	-1.0923
369.2000	-0.9609
369.3000	-0.8240
369.4000	-0.6828
369.5000	-0.5382
369.6000	-0.3914
369.7000	-0.2439
369.8000	-0.0972
369.9000	0.0473
370.0000	0.1879
370.1000	0.3230
370.2000	0.4513
370.3000	0.5713
370.4000	0.6820
370.5000	0.7825
370.6000	0.8723
370.7000	0.9511
370.8000	1.0189
370.9000	1.0761
371.0000	1.1231
371.1000	1.1606
371.2000	1.1896
371.3000	1.2110
371.4000	1.2255
371.5000	1.2341
371.6000	1.2377
371.7000	1.2367
371.8000	1.2317
371.9000	1.2229
372.0000	1.2106
372.1000	1.1946
372.2000	1.1747
372.3000	1.1507
372.4000	1.1220
372.5000	1.0883
372.6000	1.0490
372.7000	1.0035
372.8000	0.9514
372.9000	0.8923
373.0000	0.8259
373.1000	0.7519
373.2000	0.6705
373.3000	0.5817
373.4000	0.4860
373.5000	0.3841
373.6000	0.2769
373.7000	0.1655
373.8000	0.0513
373.9000	-0.0640
374.0000	-0.1785
374.1000	-0.2904
374.2000	-0.3976
374.3000	-0.4980
374.4000	-0.5898
374.5000	-0.6713
374.6000	-0.7410
374.7000	-0.7979
374.8000	-0.8414
374.9000	-0.8715
375.0000	-0.8885
375.1000	-0.8933
375.2000	-0.8874
375.3000	-0.8727
375.4000	-0.8512
375.5000	-0.8253
375.6000	-0.7975
375.7000	-0.7700
375.8000	-0.7450
375.9000	-0.7242
376.0000	-0.7090
376.1000	-0.7001
376.2000	-0.6977
376.3000	-0.7016
376.4000	-0.7107
376.5000	-0.7237
376.6000	-0.7389
376.7000	-0.7543
376.8000	-0.7678
376.9000	-0.7772
377.0000	-0.7807
377.1000	-0.7767
377.2000	-0.7638
377.3000	-0.7412
377.4000	-0.7084
377.5000	-0.6656
377.6000	-0.6131
377.7000	-0.5516
377.8000	-0.4822
377.9000	-0.4059
378.0000	-0.3239
378.1000	-0.2373
378.2000	-0.1472
378.3000	-0.0545
378.4000	0.0400
378.5000	0.1358
378.6000	0.2323
378.7000	0.3290
378.8000	0.4254
378.9000	0.5211
379.0000	0.6151
379.1000	0.7066
379.2000	0.7945
379.3000	0.8773
379.4000	0.9536
379.5000	1.0217
379.6000	1.0799
379.7000	1.1268
379.8000	1.1609
379.9000	1.1813
380.0000	1.1872
380.1000	1.1788
380.2000	1.1563
380.3000	1.1209
380.4000	1.0742
380.5000	1.0180
380.6000	0.9547
380.7000	0.8868
380.8000	0.8170
380.9000	0.7475
381.0000	0.6806
381.1000	0.6179
381.2000	0.5606
381.3000	0.5093
381.4000	0.4641
381.5000	0.4245
381.6000	0.3895
381.7000	0.3578
381.8000	0.3279
381.9000	0.2985
382.0000	0.2680
382.1000	0.2356
382.2000	0.2006
382.3000	0.1629
382.4000	0.1228
382.5000	0.0813
382.6000	0.0396
382.7000	-0.0008
382.8000	-0.0382
382.9000	-0.0709
383.0000	-0.0976
383.1000	-0.1173
383.2000	-0.1296
383.3000	-0.1346
383.4000	-0.1333
383.5000	-0.1270
383.6000	-0.1179
383.7000	-0.1083
383.8000	-0.1011
383.9000	-0.0988
384.0000	-0.1039
384.1000	-0.1186
384.2000	-0.1442
384.3000	-0.1813
384.4000	-0.2298
384.5000	-0.2884
384.6000	-0.3551
384.7000	-0.4272
384.8000	-0.5013
384.9000	-0.5737
385.0000	-0.6406
385.1000	-0.6984
385.2000	-0.7441
385.3000	-0.7753
385.4000	-0.7903
385.5000	-0.7888
385.6000	-0.7713
385.7000	-0.7394
385.8000	-0.6957
385.9000	-0.6435
386.0000	-0.5867
386.1000	-0.5295
386.2000	-0.4759
386.3000	-0.4299
386.4000	-0.3947
386.5000	-0.3730
386.6000	-0.3662
386.7000	-0.3752
386.8000	-0.3994
386.9000	-0.4375
387.0000	-0.4873
387.1000	-0.5460
387.2000	-0.6103
387.3000	-0.6766
387.4000	-0.7415
387.5000	-0.8018
387.6000	-0.8545
387.7000	-0.8977
387.8000	-0.9296
387.9000	-0.9494
388.0000	-0.9570
388.1000	-0.9527
388.2000	-0.9376
388.3000	-0.9128
388.4000	-0.8797
388.5000	-0.8400
388.6000	-0.7947
388.7000	-0.7452
388.8000	-0.6922
388.9000	-0.6361
389.0000	-0.5771
389.1000	-0.5149
389.2000	-0.4490
389.3000	-0.3789
389.4000	-0.3038
389.5000	-0.2233
389.6000	-0.1369
389.7000	-0.0444
389.8000	0.0540
389.9000	0.1578
390.0000	0.2662
390.1000	0.3780
390.2000	0.4918
390.3000	0.6061
390.4000	0.7192
390.5000	0.8295
390.6000	0.9353
390.7000	1.0355
390.8000	1.1287
390.9000	1.2142
391.0000	1.2913
391.1000	1.3598
391.2000	1.4195
391.3000	1.4706
391.4000	1.5134
391.5000	1.5482
391.6000	1.5755
391.7000	1.5956
391.8000	1.6090
391.9000	1.6159
392.0000	1.6167
392.1000	1.6116
392.2000	1.6008
392.3000	1.5844
392.4000	1.5627
392.5000	1.5358
392.6000	1.5041
392.7000	1.4678
392.8000	1.4273
392.9000	1.3830
393.0000	1.3351
393.1000	1.2841
393.2000	1.2300
393.3000	1.1729
393.4000	1.1128
393.5000	1.0494
393.6000	0.9822
393.7000	0.9108
393.8000	0.8344
393.9000	0.7524
394.0000	0.6641
394.1000	0.5688
394.2000	0.4663
394.3000	0.3564
394.4000	0.2392
394.5000	0.1154
394.6000	-0.0142
394.7000	-0.1482
394.8000	-0.2850
394.9000	-0.4228
395.0000	-0.5593
395.1000	-0.6924
395.2000	-0.8199
395.3000	-0.9398
395.4000	-1.0504
395.5000	-1.1502
395.6000	-1.2381
395.7000	-1.3137
395.8000	-1.3768
395.9000	-1.4279
396.0000	-1.4677
396.1000	-1.4974
396.2000	-1.5184
396.3000	-1.5323
396.4000	-1.5407
396.5000	-1.5452
396.6000	-1.5472
396.7000	-1.5479
396.8000	-1.5483
396.9000	-1.5491
397.0000	-1.5505
397.1000	-1.5526
397.2000	-1.5554
397.3000	-1.5584
397.4000	-1.5611
397.5000	-1.5631
397.6000	-1.5637
397.7000	-1.5625
397.8000	-1.5591
397.9000	-1.5530
398.0000	-1.5441
398.1000	-1.5321
398.2000	-1.5170
398.3000	-1.4986
398.4000	-1.4766
398.5000	-1.4508
398.6000	-1.4207
398.7000	-1.3857
398.8000	-1.3450
398.9000	-1.2975
399.0000	-1.2422
