Time(s)	Fx(N)	Fy(N)	Fz(N)
0.00	13492.74	0.00	-54363.93
0.10	8177.14	0.00	-54256.66
0.20	2776.76	0.00	-53935.25
0.30	-2685.22	0.00	-53401.00
0.40	-8184.14	0.00	-52655.99
0.50	-13694.04	0.00	-51703.17
0.60	-19187.81	0.00	-50546.30
0.70	-24637.38	0.00	-49189.95
0.80	-30013.94	0.00	-47639.48
0.90	-35288.16	0.00	-45900.98
1.00	-40430.46	0.00	-43981.34
1.10	-45411.22	0.00	-41888.13
1.20	-50201.09	0.00	-39629.60
1.30	-54771.22	0.00	-37214.67
1.40	-59093.55	0.00	-34652.87
1.50	-63141.11	0.00	-31954.32
1.60	-66888.19	0.00	-29129.65
1.70	-70310.72	0.00	-26190.02
1.80	-73386.39	0.00	-23147.04
1.90	-76094.96	0.00	-20012.70
2.00	-78418.45	0.00	-16799.38
2.10	-80341.30	0.00	-13519.76
2.20	-81850.55	0.00	-10186.78
2.30	-82935.98	0.00	-6813.61
2.40	-83590.21	0.00	-3413.54
2.50	-83808.79	0.00	-0.00
2.60	-83696.61	0.00	3413.54
2.70	-83359.88	0.00	6813.61
2.80	-82798.06	0.00	10186.78
2.90	-82010.26	0.00	13519.76
3.00	-80995.33	0.00	16799.38
3.10	-79751.92	0.00	20012.70
3.20	-78278.53	0.00	23147.04
3.30	-76573.68	0.00	26190.02
3.40	-74636.00	0.00	29129.65
3.50	-72464.36	0.00	31954.32
3.60	-70058.00	0.00	34652.87
3.70	-67416.74	0.00	37214.67
3.80	-64541.04	0.00	39629.60
3.90	-61432.24	0.00	41888.13
4.00	-58092.68	0.00	43981.34
4.10	-54525.83	0.00	45900.98
4.20	-50736.44	0.00	47639.48
4.30	-46730.71	0.00	49189.95
4.40	-42516.33	0.00	50546.30
4.50	-38102.63	0.00	51703.17
4.60	-33500.65	0.00	52655.99
4.70	-28723.18	0.00	53401.00
4.80	-23784.81	0.00	53935.25
4.90	-18701.94	0.00	54256.66
5.00	-13492.74	0.00	54363.93
5.10	-8177.14	0.00	54256.66
5.20	-2776.76	0.00	53935.25
5.30	2685.22	0.00	53401.00
5.40	8184.14	0.00	52655.99
5.50	13694.04	0.00	51703.17
5.60	19187.81	0.00	50546.30
5.70	24637.38	0.00	49189.95
5.80	30013.94	0.00	47639.48
5.90	35288.16	0.00	45900.98
6.00	40430.46	0.00	43981.34
6.10	45411.22	0.00	41888.13
6.20	50201.09	0.00	39629.60
6.30	54771.22	0.00	37214.67
6.40	59093.55	0.00	34652.87
6.50	63141.11	0.00	31954.32
6.60	66888.19	0.00	29129.65
6.70	70310.72	0.00	26190.02
6.80	73386.39	0.00	23147.04
6.90	76094.96	0.00	20012.70
7.00	78418.45	0.00	16799.38
7.10	80341.30	0.00	13519.76
7.20	81850.55	0.00	10186.78
7.30	82935.98	0.00	6813.61
7.40	83590.21	0.00	3413.54
7.50	83808.79	0.00	0.00
7.60	83696.61	0.00	-3413.54
7.70	83359.88	0.00	-6813.61
7.80	82798.06	0.00	-10186.78
7.90	82010.26	0.00	-13519.76
8.00	80995.33	0.00	-16799.38
8.10	79751.92	0.00	-20012.70
8.20	78278.53	0.00	-23147.04
8.30	76573.68	0.00	-26190.02
8.40	74636.00	0.00	-29129.65
8.50	72464.36	0.00	-31954.32
8.60	70058.00	0.00	-34652.87
8.70	67416.74	0.00	-37214.67
8.80	64541.04	0.00	-39629.60
8.90	61432.24	0.00	-41888.13
9.00	58092.68	0.00	-43981.34
9.10	54525.83	0.00	-45900.98
9.20	50736.44	0.00	-47639.48
9.30	46730.71	0.00	-49189.95
9.40	42516.33	0.00	-50546.30
9.50	38102.63	0.00	-51703.17
9.60	33500.65	0.00	-52655.99
9.70	28723.18	0.00	-53401.00
9.80	23784.81	0.00	-53935.25
9.90	18701.94	0.00	-54256.66
10.00	13492.74	0.00	-54363.93
10.10	8177.14	0.00	-54256.66
10.20	2776.76	0.00	-53935.25
10.30	-2685.22	0.00	-53401.00
10.40	-8184.14	0.00	-52655.99
10.50	-13694.04	0.00	-51703.17
10.60	-19187.81	0.00	-50546.30
10.70	-24637.38	0.00	-49189.95
10.80	-30013.94	0.00	-47639.48
10.90	-35288.16	0.00	-45900.98
11.00	-40430.46	0.00	-43981.34
11.10	-45411.22	0.00	-41888.13
11.20	-50201.09	0.00	-39629.60
11.30	-54771.22	0.00	-37214.67
11.40	-59093.55	0.00	-34652.87
11.50	-63141.11	0.00	-31954.32
11.60	-66888.19	0.00	-29129.65
11.70	-70310.72	0.00	-26190.02
11.80	-73386.39	0.00	-23147.04
11.90	-76094.96	0.00	-20012.70
12.00	-78418.45	0.00	-16799.38
12.10	-80341.30	0.00	-13519.76
12.20	-81850.55	0.00	-10186.78
12.30	-82935.98	0.00	-6813.61
12.40	-83590.21	0.00	-3413.54
12.50	-83808.79	0.00	-0.00
12.60	-83696.61	0.00	3413.54
12.70	-83359.88	0.00	6813.61
12.80	-82798.06	0.00	10186.78
12.90	-82010.26	0.00	13519.76
13.00	-80995.33	0.00	16799.38
13.10	-79751.92	0.00	20012.70
13.20	-78278.53	0.00	23147.04
13.30	-76573.68	0.00	26190.02
13.40	-74636.00	0.00	29129.65
13.50	-72464.36	0.00	31954.32
13.60	-70058.00	0.00	34652.87
13.70	-67416.74	0.00	37214.67
13.80	-64541.04	0.00	39629.60
13.90	-61432.24	0.00	41888.13
14.00	-58092.68	0.00	43981.34
14.10	-54525.83	0.00	45900.98
14.20	-50736.44	0.00	47639.48
14.30	-46730.71	0.00	49189.95
14.40	-42516.33	0.00	50546.30
14.50	-38102.63	0.00	51703.17
14.60	-33500.65	0.00	52655.99
14.70	-28723.18	0.00	53401.00
14.80	-23784.81	0.00	53935.25
14.90	-18701.94	0.00	54256.66
15.00	-13492.74	0.00	54363.93
15.10	-8177.14	0.00	54256.66
15.20	-2776.76	0.00	53935.25
15.30	2685.22	0.00	53401.00
15.40	8184.14	0.00	52655.99
15.50	13694.04	0.00	51703.17
15.60	19187.81	0.00	50546.30
15.70	24637.38	0.00	49189.95
15.80	30013.94	0.00	47639.48
15.90	35288.16	0.00	45900.98
16.00	40430.46	0.00	43981.34
16.10	45411.22	0.00	41888.13
16.20	50201.09	0.00	39629.60
16.30	54771.22	0.00	37214.67
16.40	59093.55	0.00	34652.87
16.50	63141.11	0.00	31954.32
16.60	66888.19	0.00	29129.65
16.70	70310.72	0.00	26190.02
16.80	73386.39	0.00	23147.04
16.90	76094.96	0.00	20012.70
17.00	78418.45	0.00	16799.38
17.10	80341.30	0.00	13519.76
17.20	81850.55	0.00	10186.78
17.30	82935.98	0.00	6813.61
17.40	83590.21	0.00	3413.54
17.50	83808.79	0.00	0.00
17.60	83696.61	0.00	-3413.54
17.70	83359.88	0.00	-6813.61
17.80	82798.06	0.00	-10186.78
17.90	82010.26	0.00	-13519.76
18.00	80995.33	0.00	-16799.38
18.10	79751.92	0.00	-20012.70
18.20	78278.53	0.00	-23147.04
18.30	76573.68	0.00	-26190.02
18.40	74636.00	0.00	-29129.65
18.50	72464.36	0.00	-31954.32
18.60	70058.00	0.00	-34652.87
18.70	67416.74	0.00	-37214.67
18.80	64541.04	0.00	-39629.60
18.90	61432.24	0.00	-41888.13
19.00	58092.68	0.00	-43981.34
19.10	54525.83	0.00	-45900.98
19.20	50736.44	0.00	-47639.48
19.30	46730.71	0.00	-49189.95
19.40	42516.33	0.00	-50546.30
19.50	38102.63	0.00	-51703.17
19.60	33500.65	0.00	-52655.99
19.70	28723.18	0.00	-53401.00
19.80	23784.81	0.00	-53935.25
19.90	18701.94	0.00	-54256.66
20.00	13492.74	0.00	-54363.93
20.10	8177.14	0.00	-54256.66
20.20	2776.76	0.00	-53935.25
20.30	-2685.22	0.00	-53401.00
20.40	-8184.14	0.00	-52655.99
20.50	-13694.04	0.00	-51703.17
20.60	-19187.81	0.00	-50546.30
20.70	-24637.38	0.00	-49189.95
20.80	-30013.94	0.00	-47639.48
20.90	-35288.16	0.00	-45900.98
21.00	-40430.46	0.00	-43981.34
21.10	-45411.22	0.00	-41888.13
21.20	-50201.09	0.00	-39629.60
21.30	-54771.22	0.00	-37214.67
21.40	-59093.55	0.00	-34652.87
21.50	-63141.11	0.00	-31954.32
21.60	-66888.19	0.00	-29129.65
21.70	-70310.72	0.00	-26190.02
21.80	-73386.39	0.00	-23147.04
21.90	-76094.96	0.00	-20012.70
22.00	-78418.45	0.00	-16799.38
22.10	-80341.30	0.00	-13519.76
22.20	-81850.55	0.00	-10186.78
22.30	-82935.98	0.00	-6813.61
22.40	-83590.21	0.00	-3413.54
22.50	-83808.79	0.00	-0.00
22.60	-83696.61	0.00	3413.54
22.70	-83359.88	0.00	6813.61
22.80	-82798.06	0.00	10186.78
22.90	-82010.26	0.00	13519.76
23.00	-80995.33	0.00	16799.38
23.10	-79751.92	0.00	20012.70
23.20	-78278.53	0.00	23147.04
23.30	-76573.68	0.00	26190.02
23.40	-74636.00	0.00	29129.65
23.50	-72464.36	0.00	31954.32
23.60	-70058.00	0.00	34652.87
23.70	-67416.74	0.00	37214.67
23.80	-64541.04	0.00	39629.60
23.90	-61432.24	0.00	41888.13
24.00	-58092.68	0.00	43981.34
24.10	-54525.83	0.00	45900.98
24.20	-50736.44	0.00	47639.48
24.30	-46730.71	0.00	49189.95
24.40	-42516.33	0.00	50546.30
24.50	-38102.63	0.00	51703.17
24.60	-33500.65	0.00	52655.99
