Time(s)	Fx(N)	Fy(N)	Fz(N)
0.00	505.35	0.00	-981.54
0.10	307.98	0.00	-961.47
0.20	112.75	0.00	-938.24
0.30	-79.60	0.00	-911.96
0.40	-268.35	0.00	-882.75
0.50	-452.78	0.00	-850.73
0.60	-632.18	0.00	-816.04
0.70	-805.84	0.00	-778.78
0.80	-973.08	0.00	-739.10
0.90	-1133.23	0.00	-697.11
1.00	-1285.66	0.00	-652.96
1.10	-1429.74	0.00	-606.78
1.20	-1564.89	0.00	-558.72
1.30	-1690.55	0.00	-508.94
1.40	-1806.21	0.00	-457.58
1.50	-1911.39	0.00	-404.83
1.60	-2005.67	0.00	-350.85
1.70	-2088.66	0.00	-295.83
1.80	-2160.03	0.00	-239.96
1.90	-2219.51	0.00	-183.43
2.00	-2266.88	0.00	-126.46
2.10	-2301.99	0.00	-69.25
2.20	-2324.73	0.00	-12.04
2.30	-2335.08	0.00	44.95
2.40	-2333.06	0.00	101.50
2.50	-2318.78	0.00	157.37
2.60	-2292.40	0.00	212.32
2.70	-2254.14	0.00	266.10
2.80	-2204.54	0.00	318.49
2.90	-2144.90	0.00	369.25
3.00	-2075.63	0.00	418.13
3.10	-1997.05	0.00	464.93
3.20	-1909.54	0.00	509.42
3.30	-1813.51	0.00	551.38
3.40	-1709.41	0.00	590.61
3.50	-1597.70	0.00	626.94
3.60	-1478.91	0.00	660.17
3.70	-1353.59	0.00	690.16
3.80	-1222.31	0.00	716.75
3.90	-1085.69	0.00	739.83
4.00	-944.38	0.00	759.28
4.10	-799.05	0.00	775.02
4.20	-650.38	0.00	786.98
4.30	-499.10	0.00	795.10
4.40	-345.94	0.00	799.36
4.50	-191.66	0.00	799.76
4.60	-37.01	0.00	796.30
4.70	117.24	0.00	789.03
4.80	270.30	0.00	777.98
4.90	421.41	0.00	763.25
5.00	569.79	0.00	744.91
5.10	714.68	0.00	723.08
5.20	855.34	0.00	697.89
5.30	991.03	0.00	669.46
5.40	1121.05	0.00	637.96
5.50	1244.71	0.00	603.56
5.60	1361.36	0.00	566.42
5.70	1470.37	0.00	526.74
5.80	1571.18	0.00	484.72
5.90	1663.24	0.00	440.56
6.00	1746.06	0.00	394.46
6.10	1819.19	0.00	346.65
6.20	1882.24	0.00	297.34
6.30	1934.85	0.00	246.74
6.40	1976.75	0.00	195.09
6.50	2007.68	0.00	142.59
6.60	2027.69	0.00	89.47
6.70	2037.47	0.00	35.94
6.80	2037.07	0.00	-17.77
6.90	2026.46	0.00	-71.47
7.00	2005.66	0.00	-124.93
7.10	1974.70	0.00	-177.95
7.20	1933.67	0.00	-230.33
7.30	1882.67	0.00	-281.88
7.40	1821.84	0.00	-332.40
7.50	1751.37	0.00	-381.71
7.60	1671.46	0.00	-429.61
7.70	1582.35	0.00	-475.94
7.80	1484.31	0.00	-520.51
7.90	1377.67	0.00	-563.16
8.00	1262.76	0.00	-603.72
8.10	1139.97	0.00	-642.03
8.20	1009.71	0.00	-677.94
8.30	872.45	0.00	-711.29
8.40	728.68	0.00	-741.94
8.50	578.92	0.00	-769.74
8.60	423.75	0.00	-794.57
8.70	263.77	0.00	-816.29
8.80	99.63	0.00	-834.79
