Time(s)	Fx(N)	Fy(N)	Fz(N)
0.00	1280.65	0.00	0.00
0.10	1063.75	0.00	0.00
0.20	846.95	0.00	0.00
0.30	631.13	0.00	0.00
0.40	417.17	0.00	0.00
0.50	205.89	0.00	0.00
0.60	-1.86	0.00	0.00
0.70	-205.28	0.00	0.00
0.80	-403.60	0.00	0.00
0.90	-596.06	0.00	0.00
1.00	-781.93	0.00	0.00
1.10	-960.52	0.00	0.00
1.20	-1131.17	0.00	0.00
1.30	-1293.25	0.00	0.00
1.40	-1446.18	0.00	0.00
1.50	-1589.41	0.00	0.00
1.60	-1722.44	0.00	0.00
1.70	-1844.82	0.00	0.00
1.80	-1956.12	0.00	0.00
1.90	-2056.00	0.00	0.00
2.00	-2144.12	0.00	0.00
2.10	-2220.25	0.00	0.00
2.20	-2284.17	0.00	0.00
2.30	-2335.72	0.00	0.00
2.40	-2374.81	0.00	0.00
2.50	-2401.41	0.00	0.00
2.60	-2415.51	0.00	0.00
2.70	-2417.20	0.00	0.00
2.80	-2406.59	0.00	0.00
2.90	-2383.88	0.00	0.00
3.00	-2349.30	0.00	0.00
3.10	-2303.13	0.00	0.00
3.20	-2245.90	0.00	0.00
3.30	-2178.53	0.00	0.00
3.40	-2101.42	0.00	0.00
3.50	-2014.98	0.00	0.00
3.60	-1919.65	0.00	0.00
3.70	-1815.91	0.00	0.00
3.80	-1704.26	0.00	0.00
3.90	-1585.24	0.00	0.00
4.00	-1459.43	0.00	0.00
4.10	-1327.42	0.00	0.00
4.20	-1189.85	0.00	0.00
4.30	-1047.37	0.00	0.00
4.40	-900.65	0.00	0.00
4.50	-750.40	0.00	0.00
4.60	-597.33	0.00	0.00
4.70	-442.18	0.00	0.00
4.80	-285.71	0.00	0.00
4.90	-128.65	0.00	0.00
5.00	28.21	0.00	0.00
5.10	184.11	0.00	0.00
5.20	338.28	0.00	0.00
5.30	489.95	0.00	0.00
5.40	638.38	0.00	0.00
5.50	782.81	0.00	0.00
5.60	922.52	0.00	0.00
5.70	1056.79	0.00	0.00
5.80	1184.94	0.00	0.00
5.90	1306.32	0.00	0.00
6.00	1420.28	0.00	0.00
6.10	1526.25	0.00	0.00
6.20	1623.66	0.00	0.00
6.30	1712.00	0.00	0.00
6.40	1790.80	0.00	0.00
6.50	1859.63	0.00	0.00
6.60	1918.13	0.00	0.00
6.70	1965.95	0.00	0.00
6.80	2002.85	0.00	0.00
6.90	2028.59	0.00	0.00
7.00	2043.35	0.00	0.00
7.10	2047.33	0.00	0.00
7.20	2040.47	0.00	0.00
7.30	2022.77	0.00	0.00
7.40	1994.26	0.00	0.00
7.50	1955.02	0.00	0.00
7.60	1905.18	0.00	0.00
7.70	1844.90	0.00	0.00
7.80	1774.38	0.00	0.00
7.90	1693.89	0.00	0.00
8.00	1603.71	0.00	0.00
8.10	1504.17	0.00	0.00
8.20	1395.64	0.00	0.00
8.30	1278.54	0.00	0.00
8.40	1153.32	0.00	0.00
8.50	1020.47	0.00	0.00
8.60	880.53	0.00	0.00
8.70	734.04	0.00	0.00
8.80	581.62	0.00	0.00
8.90	423.90	0.00	0.00
9.00	261.55	0.00	0.00
9.10	95.26	0.00	0.00
9.20	-74.25	0.00	0.00
9.30	-246.20	0.00	0.00
9.40	-419.84	0.00	0.00
9.50	-594.36	0.00	0.00
9.60	-768.94	0.00	0.00
9.70	-942.74	0.00	0.00
9.80	-1114.93	0.00	0.00
9.90	-1284.64	0.00	0.00
10.00	-1451.01	0.00	0.00
10.10	-1613.19	0.00	0.00
10.20	-1770.29	0.00	0.00
10.30	-1921.49	0.00	0.00
10.40	-2065.92	0.00	0.00
10.50	-2202.78	0.00	0.00
10.60	-2331.24	0.00	0.00
10.70	-2450.52	0.00	0.00
10.80	-2559.89	0.00	0.00
10.90	-2658.62	0.00	0.00
