Time(s)	Fx(N)	Fy(N)	Fz(N)
0.00	-17079.86	0.00	-21462.77
0.10	-19599.99	0.00	-20390.16
0.20	-22030.95	0.00	-19237.08
0.30	-24355.57	0.00	-18008.07
0.40	-26557.04	0.00	-16708.00
0.50	-28619.17	0.00	-15341.99
0.60	-30526.55	0.00	-13915.43
0.70	-32264.70	0.00	-12433.95
0.80	-33820.27	0.00	-10903.41
0.90	-35181.18	0.00	-9329.83
1.00	-36336.76	0.00	-7719.43
1.10	-37277.89	0.00	-6078.56
1.20	-37997.09	0.00	-4413.71
1.30	-38488.60	0.00	-2731.44
1.40	-38748.50	0.00	-1038.39
1.50	-38786.90	0.00	658.77
1.60	-38722.79	0.00	2353.32
1.70	-38585.89	0.00	4038.58
1.80	-38374.96	0.00	5707.90
1.90	-38088.12	0.00	7354.70
2.00	-37722.93	0.00	8972.47
2.10	-37276.44	0.00	10554.84
2.20	-36745.26	0.00	12095.54
2.30	-36125.70	0.00	13588.52
2.40	-35413.81	0.00	15027.86
2.50	-34605.56	0.00	16407.90
2.60	-33696.91	0.00	17723.18
2.70	-32683.99	0.00	18968.51
2.80	-31563.20	0.00	20138.99
2.90	-30331.34	0.00	21229.99
3.00	-28985.77	0.00	22237.20
3.10	-27524.52	0.00	23156.65
3.20	-25946.41	0.00	23984.71
3.30	-24251.18	0.00	24718.12
3.40	-22439.57	0.00	25353.97
3.50	-20513.44	0.00	25889.77
3.60	-18475.82	0.00	26323.39
3.70	-16331.00	0.00	26653.12
3.80	-14084.52	0.00	26877.67
3.90	-11743.25	0.00	26996.14
4.00	-9315.38	0.00	27008.07
4.10	-6810.38	0.00	26913.41
4.20	-4238.98	0.00	26712.53
4.30	-1613.13	0.00	26406.24
4.40	1054.12	0.00	25995.73
4.50	3748.64	0.00	25482.63
4.60	6455.43	0.00	24868.96
4.70	9158.65	0.00	24157.14
4.80	11841.82	0.00	23349.99
4.90	14487.99	0.00	22450.68
5.00	17079.86	0.00	21462.77
5.10	19599.99	0.00	20390.16
5.20	22030.95	0.00	19237.08
5.30	24355.57	0.00	18008.07
5.40	26557.04	0.00	16708.00
5.50	28619.17	0.00	15341.99
5.60	30526.55	0.00	13915.43
5.70	32264.70	0.00	12433.95
5.80	33820.27	0.00	10903.41
5.90	35181.18	0.00	9329.83
6.00	36336.76	0.00	7719.43
6.10	37277.89	0.00	6078.56
6.20	37997.09	0.00	4413.71
6.30	38488.60	0.00	2731.44
6.40	38748.50	0.00	1038.39
6.50	38786.90	0.00	-658.77
6.60	38722.79	0.00	-2353.32
6.70	38585.89	0.00	-4038.58
6.80	38374.96	0.00	-5707.90
6.90	38088.12	0.00	-7354.70
7.00	37722.93	0.00	-8972.47
7.10	37276.44	0.00	-10554.84
7.20	36745.26	0.00	-12095.54
7.30	36125.70	0.00	-13588.52
7.40	35413.81	0.00	-15027.86
7.50	34605.56	0.00	-16407.90
7.60	33696.91	0.00	-17723.18
7.70	32683.99	0.00	-18968.51
7.80	31563.20	0.00	-20138.99
7.90	30331.34	0.00	-21229.99
8.00	28985.77	0.00	-22237.20
8.10	27524.52	0.00	-23156.65
8.20	25946.41	0.00	-23984.71
8.30	24251.18	0.00	-24718.12
8.40	22439.57	0.00	-25353.97
8.50	20513.44	0.00	-25889.77
8.60	18475.82	0.00	-26323.39
8.70	16331.00	0.00	-26653.12
8.80	14084.52	0.00	-26877.67
8.90	11743.25	0.00	-26996.14
9.00	9315.38	0.00	-27008.07
9.10	6810.38	0.00	-26913.41
9.20	4238.98	0.00	-26712.53
9.30	1613.13	0.00	-26406.24
9.40	-1054.12	0.00	-25995.73
9.50	-3748.64	0.00	-25482.63
9.60	-6455.43	0.00	-24868.96
9.70	-9158.65	0.00	-24157.14
9.80	-11841.82	0.00	-23349.99
9.90	-14487.99	0.00	-22450.68
10.00	-17079.86	0.00	-21462.77
10.10	-19599.99	0.00	-20390.16
10.20	-22030.95	0.00	-19237.08
10.30	-24355.57	0.00	-18008.07
10.40	-26557.04	0.00	-16708.00
10.50	-28619.17	0.00	-15341.99
10.60	-30526.55	0.00	-13915.43
10.70	-32264.70	0.00	-12433.95
10.80	-33820.27	0.00	-10903.41
10.90	-35181.18	0.00	-9329.83
11.00	-36336.76	0.00	-7719.43
11.10	-37277.89	0.00	-6078.56
11.20	-37997.09	0.00	-4413.71
11.30	-38488.60	0.00	-2731.44
11.40	-38748.50	0.00	-1038.39
11.50	-38786.90	0.00	658.77
11.60	-38722.79	0.00	2353.32
11.70	-38585.89	0.00	4038.58
11.80	-38374.96	0.00	5707.90
11.90	-38088.12	0.00	7354.70
12.00	-37722.93	0.00	8972.47
